id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price
3935,0,the print shop 22 deluxe sb cs by the print shop,encore software,49.95,encore software 11041 the print shop elements : labels & logos sb cs by the print shop,,17.97
3936,0,1pk internet sec ste 2007 oem,ca oem,,panda software panda internet security 2007,,69.99
3937,0,sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,sony vegas movie studio 7 + dvd platinum edition academic,,92.99
3938,0,adobe creative suite cs3 web standard upsell [ mac ],adobe,799.0,29270055 adobe creative suite 3 web standard complete package 1 user cd win uni,,1056.98
3939,0,family tree maker version 16 collectors edition sb cs,encore software,99.99,encore software 10881 family tree maker version 16 standard sb cs by family tree maker,,42.97
3940,0,rayman 10th anniversary collection,ubi soft,19.99,rayman 10th anniversary collection,,8.95
3941,0,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software,19.99,encore software 10119 adventure workshop 4th-6th grade 7th edition win xp,,18.97
3942,0,refviz v2 mac single user,isi researchsoft,299.95,apple mac os x v10 .4 tiger software single user apple & mac software,,114.0
3943,1,hasbro classic collection 2006 ),encore,19.99,encore software 11272 hasbro : family collection ( 2006 ) win 98 me 2000 xp,,18.97
3944,1,hoyle puzzle & board games 2007,encore software,19.99,encore software 10568 encore hoyle puzzle & board games 2005 complete product puzzle game 1 user complete product standard pc,,17.97
3945,0,quickbooks premier nonprofit edition 2007,intuit,399.95,quickbooks simple start 2007 intuit,,99.99
3946,0,cakewalk sonar home studio 6 xl,cakewalk,209.0,cakewalk sonar 5 producer edition music production software,,379.95
3947,0,captain america the complete comic collection win/mac,git corp,49.95,aspyr the sims complete collection,,47.99
3948,1,vocabulary puzzles grade 1,school zone,14.95,school zone interactive vocabulary puzzles 1 on track software,,9.45
3949,1,final cut express 2.0 upgrade,apple computer,99.99,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99
3950,0,procurve mobility manager 1.0 is a plug-in module for procurve manager plus 2.0,hewlett packard,,j8990a hp procurve mobility manager v. 1.0 license and media 1 user win,,1525.72
3951,0,ubi soft star wars activity center windows ),ubi soft,29.99,star wars episode iii activity center,,10.95
3952,0,superstart ! science arcade,selectsoft publishing,24.95,superstart ! spelling bee,,8.95
3953,0,cisco ios enterprise services complete package cd28-esk9 = ),cisco systems enterprise,,cd374-esk9 = cisco ios enterprise services complete package cd,,1430.53
3954,0,microsoft windows xp professional full version with sp2,microsoft,299.99,t74-01215 microsoft windows small business server 2003 version upgrade license 5 addit,,186.73
3955,0,adobe flash pro cs3 [ mac ],adobe,699.0,adobe flash cs3 ( v9 .0 ) pro win up from flash pro-basic adobe 38039489,,167.87
3956,0,e frontier poser 6 collector s edition with volume 1 figure pack ( mac ),curious-labs-inc .,279.99,git comic book library collector s edition vol . 1,,19.99
3957,0,microsoft windows xp home edition full version with sp2,microsoft,199.0,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for macintosh,,723.95
3958,1,kakuro puzzle addict unlimited edition,global-software-publishing,9.99,global software a7163jcw kakuro puzzle addict unlimited edition dvd movie,global-software-publishing,8.79
3959,0,quickbooks premier edition 2007 5 user multi-pack,intuit,1499.95,quickbooks ( r ) premier : accountant edition 2007,,399.99
3960,0,acrobat professional 8 ( windows ),adobe,273.0,diskeeper 2007 professional,,46.95
3961,0,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot software 65210 spy sweeper 3 pc,webroot software,31.99
3962,0,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0,adobe creative suite ( v3 .0 ) design premium mac adobe 19500009,,1482.0
3963,0,adobe acrobat standard 8.0,adobe,449.99,adobe cs3 design standard upgrade windows,,413.99
3964,0,instant immersion 33 languages,topics entertainment,49.99,instant immersion japanese ( audio book ) ( audio book ),,19.95
3965,0,instant immersion german audio,topics entertainment,,instant immersion 33 languages,topics entertainment,43.99
3966,0,instant immersion german deluxe 2.0,topics entertainment,39.99,instant immersion japanese ( audio book ) ( audio book ),,19.95
3967,0,apple xsan ( mac ),apple,,apple . mac 4.0 family pack ( new or renewal ),,145.99
3968,0,peachtree by sage pro accounting 2007,sage software,169.99,laser checks for peachtree ( r ) accounting for windows 8.0-2005,,106.29
3969,0,adventure workshop 1st-3rd grade 8th edition,encore,19.99,encore software 10590 adventure workshop preschool 1st grade 7th ed sb cs by riverdeep,,17.97
3970,0,quickbooks premier and wholesale edition 2007,intuit,399.95,quickbooks ( r ) premier : contractor edition 2007,,399.99
3971,0,instant home design ( jewel case ),topics entertainment,9.99,cross stitch design studio ( jewel case ) ( 8006 ),m-and-r-technologies,9.59
3972,0,reader rabbit learning system 1st grade,encore software,29.99,disney learning 1st-2nd grade win,,13.61
3973,0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,adobe cs3 web standard upgrade,,413.99
3974,0,elementary school success deluxe 2006,topics entertainment,49.99,topics entertainment math success deluxe 2008,,31.06
3975,0,vcomm system suite professional 7,avanquest,49.95,i copydvds 2 professional edition,me-too-software,27.9
3976,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft windows vista home basic upgrade ( pc ),,99.99
3977,1,midway arcade treasures ( jewel case ),encore software,9.99,encore inc 28453 midway arcade treasures win 98 me 2000 xp,encore inc,19.38
3978,0,adobe photoshop cs3 [ mac ],adobe,649.0,adobe illustrator cs3 for mac academic,adobe-education-box,199.99
3979,0,adobe creative suite cs3 web standard upgrade [ mac ],adobe,399.0,adobe cs3 design standard,,1243.99
3980,0,adobe creative suite cs3 design standard [ mac ],adobe,1199.0,29270055 adobe creative suite 3 web standard complete package 1 user cd win uni,,1056.98
3981,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft ( r ) office word 2004 for mac full version,,231.29
3982,0,math success deluxe 2008,topics entertainment,49.99,math success deluxe 2006,,12.9
3983,0,the computrace lojack for laptops computer tracking and loss control solution by,lenovo,,computrace lojack for laptops 1 yr subscription,,45.99
3984,0,cisco 3745 ser ios ent cd374-esk9 = ),cisco systems enterprise,2814.33,cd28-esk9 = cisco ios enterprise services complete package cd,,1001.38
3985,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft windows vista ultimate upgrade,,239.95
3986,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft onenote 2007 upgrade ( pc ),,79.95
3987,0,amazing spider-man complete comic book collection win/mac,git corp,49.99,git comic book library collector s edition vol . 1,,19.99
3988,0,clickart fonts ( 2006 ) by encore,encore software,19.99,encore inc clickart 1.2 million 2006 dvd,,42.27
3989,0,total 3d home & landscape design suite version 9,individual software,39.99,punch software 14100 punch ! professional home design suite for windows,punch software,62.99
3990,0,family tree maker version 16 collectors edition,encore software,,chatchecker family edition,,29.99
3991,0,adobe creative suite cs3 web standard upsell [ mac ],adobe,799.0,adobe cs3 web premium,,1659.99
3992,0,instant immersion japanese 2.0,topics entertainment,19.99,instant immersion spanish deluxe 2.0 topics,,39.99
3993,0,instant play guitar deluxe v2 .,topics entertainment,39.48,topics entertainment topics entertainment play electric guitar deluxe windows,,39.9
3994,0,the universe ( win/mac ) ( jewel case ),fogware publishing,9.99,merriam-webster s dictionary ( win/mac ) ( jewel case ) ( 10462 ),,9.59
3995,0,watchguard 1yr subs firebox x5 webblocker wg017196 ),watchguard technologies inc,159.9,wg017449 watchguard firebox x5500e utm software suite subscription license 1 year +,,3715.48
3996,0,adobe creative suite cs3 production premium upsell,adobe,1199.0,adobe production studio premium software suite video software bundles,,1698.95
3997,1,instant play guitar deluxe v2 .,topics entertainment,39.48,topics entertainment instant play guitar deluxe v2 .0,,31.06
3998,0,steinberg cubase 4 digital audio software,steinberg,999.99,steinberg cubase studio 4 software competitive crossgrade music production software,,199.99
3999,0,apple final cut studio 2 upgrade from final cut pro ( mac ),apple,699.0,apple logic express 7.2 upgrade from v. 6,apple-computer - ( direct ),99.99
4000,0,microsoft student with encarta premium 2008 dvd,microsoft,49.95,microsoft mappoint 2006 with gps locator ( pc ),,349.99
4001,0,hp storageworks secure path for windows workgroup edition v. 4.0 c license 213076-b26 ),hewlett packard,,231327-b22 hp storageworks secure path for netware workgroup edition v. 3.0 c licens,,65395.24
4002,0,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,72212 world of warcraft complete package 1 user pc cd win mac,,24.8
4003,0,microsoft office excel 2007,microsoft,229.95,microsoft office and windows training professional,,29.99
4004,0,jumpstart world 1st grade,knowledge adventure,19.99,jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure,,19.99
4005,0,punch ! professional home design,punch ! software,89.99,punch software pro home design suite,,61.8
4006,0,sierra hallmark card studio special edition windows ),nova development,,hgw hallmark card studio 2005 deluxe complete package 1 user cd win,,47.43
4007,0,instant immersion spanish ( audio book ),topics entertainment,,topics entertainment instant immersion ingles audio deluxe,,17.55
4008,0,adobe contribute cs3 [ mac ],adobe,149.0,adobe cs3 master collection,,2499.99
4009,0,microsoft windows xp home edition full version with sp2,microsoft,199.0,microsoft powerpoint mac 2004 version upgrade,,89.99
4010,1,jumpstart advanced 2nd grade v2 .0,knowledge adventure,19.99,jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure,,19.99
4011,0,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot software 65210 spy sweeper 3 pc,webroot software,31.99
4012,0,punch ! ultimate deck and landscape,punch ! software,29.0,punch software 25100 punch ! master landscape and home design,punch software,45.99
4013,0,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac,,725.99
4014,0,adobe creative suite cs3 web premium [ mac ],adobe,1599.0,29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48
4015,0,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,microsoft windows vista business 32-bit oem,,149.99
4016,0,pop-up stopper professional,panicware,29.99,adobe acrobat professional 7,,350.0
4017,0,microspot interiors ( mac ),microspot ltd.,99.95,microspot interiors ( mac 10.2 or later ),,99.95
4018,0,microsoft visio standard 2007,microsoft,259.95,microsoft t73-00091 molpc visio std sa,,168.03
4019,0,adobe premiere pro 2.0,adobe,849.0,adobe cs3 web premium upgrade,,517.99
4020,0,microsoft visual studio team edition for software architect 2005 with msdn premium,microsoft,5479.0,122-00411 microsoft visual studio 2005 team edition for software testers complete packag,,2184.73
4021,0,apple mac os x tiger 10.4.6 family pack ( mac ),apple computer,199.0,apple mac os x v10 .4 tiger software single user apple & mac software,,114.0
4022,1,emedia bass method win/mac,emedia,59.99,emedia eg03014 bass method os x,emedia,53.99
4023,0,adobe premiere elements 3.0,adobe,99.99,adobe cs3 web premium,,1659.99
4024,1,onone software pxl smartscale windows and macintosh ),onone software,,pxl smartscale for mac/win,,159.95
4025,0,adobe after effects cs3 upgrade,adobe,299.0,adobe after effects cs3 professional software for windows effects software,,998.95
4026,0,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,microsoft windows vista business ( pc ),,299.99
4027,0,microsoft windows xp professional full version with sp2,microsoft,299.99,microsoft windows xp home edition sp2 retail box,,199.99
4028,0,stuffit deluxe v 10.0 ( mac ),smith-micro-software,79.99,allume systems inc stuffit deluxe 11,,42.74
4029,1,adobe acrobat standard 8.0,adobe,449.99,adobe acrobat v8 .0 professional for mac,,405.99
4030,0,adobe audition 2.0 upgrade,adobe,129.0,adobe illustrator cs3 upgrade for mac,,206.99
4031,0,computrace lojack for laptops : 1 year subscription,absolute software,49.99,absolute software lfl-m2-36 computrace lojack for laptops 3 year license mac 10.2 or higher,,80.97
4032,0,microsoft office & windows training,topics entertainment,29.99,microsoft windows vista business upgrade license 1 pc english,,168.99
4033,0,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0
4034,0,quickbooks pro 2007 for mac ( mac ),intuit,199.95,quickbooks ( r ),,199.99
4035,1,peachtree by sage premium accounting for manufacturing 2007 multi user ( up to 5 users ),sage software,1199.99,sage ( ptree ) premium accounting for manufacturing 2007 multi-user,,1180.37
4036,0,peachtree by sage complete accounting 2007,sage software,269.99,peachtree ( r ) complete iii,,112.99
4037,0,elementary advantage 2008,encore software,,elementary school success deluxe 2006,,15.9
4038,0,national geographic presents : redshift planetarium,topics entertainment,29.99,national geographic photo gallery topics,,9.95
4039,0,adobe creative suite cs3 web standard,adobe,999.0,adobe creative suite 3 ( cs3 ) web standard 3 windows upsell from dreamweaver or flash,,799.0
4040,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft office visio standard 2007 ( pc ),,249.95
4041,0,3d home architect landscape design deluxe version 9,encore,29.99,punch software 25100 punch ! master landscape and home design,punch software,45.99
4042,0,adobe creative suite cs3 production premium upgrade,adobe,799.0,adobe soundbooth cs3 audio editing software mac music production software,,198.95
4043,0,mavis beacon teaches typing 17 standard,encore software,19.99,encore software 10076 mavis beacon typing 17 standardby broderbund,,17.97
4044,0,palo alto marketing plan pro 9.0,palo-alto-software,179.0,palo alto business plan pro 2007,,83.99
4045,0,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,adobe indesign cs3 for mac upgrade,,205.99
4046,0,nero 7 ultra edition enhanced pc & home entrmnt soln,neso usa,99.99,70009 nero ultra edition enhanced v. 7 complete package 1 user cd win,,87.76
4047,1,jumpstart advanced 1st grade v2 .0,knowledge adventure,19.99,jumpstart advanced 1st grade knowledge adventure,,19.99
4048,0,punch ! home design architectural series 4000 v10,punch ! software,199.99,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
4049,0,adobe creative suite cs3 production premium,adobe,1699.0,adobe cs3 production premium upgrade,,822.99
4050,1,palo alto business plan pro 2007,palo-alto-software,99.95,palo alto software bppx palo alto business plan 2007 pro complete product business planning 1 user complete product standard pc,,83.97
4051,0,math missions : the amazing arcade adventure grades 3-5,scholastic,19.99,cluefinders 3rd grade adventures : mystery of mathra,,10.95
4052,1,mariner calc speadsheet ( mac ),mariner software,59.99,mariner calc spreadsheet software,,52.99
4053,0,adobe creative suite cs3 production premium,adobe,1699.0,adobe creative suite 3 design standard complete package 1 user academic windows,,369.0
4054,0,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,adobe premiere pro cs3 upgrade,,308.99
4055,0,instant immersion french deluxe 2.0,topics entertainment,49.99,nova print explosion deluxe 3.0,,46.99
4056,0,apple mac os x tiger 10.4.6 family pack ( mac ),apple computer,199.0,apple . mac 4.0 family pack ( new or renewal ),,145.99
4057,0,ilisten ( mac ),macspeech inc.,99.99,iwork 06 ( mac ) apple,,79.99
4058,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft ( r ) access 2007,,109.99
4059,0,microspot interiors ( mac ),microspot ltd.,99.95,microsoft onenote 2007 ( pc ),,99.95
4060,1,onone genuine fractals 5 full 1u,onone software,159.95,onone software inc. gfs-50211 genuine fractals 5 full 1u,,148.97
4061,0,emc retrospect 7.5 professional for windows upgrade,dantz,,microsoft windows xp professional edition ( upgrade ),,199.99
4062,0,digital video and audio production book for vegas 7 + dvd,sony-pictures-digital-entertainment,49.35,sony vegas 7 + dvd production suite software full version video editing and dvd creation,,426.0
4063,0,printmaster 17 gold by encore software,encore software,30.66,encore software 10691 the print shop 22 sb cs by the print shop,,25.97
4064,0,instant immersion hawaiian audio,topics entertainment,,topics entertainment instant immersion german 2.0,,17.55
4065,0,reader rabbit learn to read phonics pre kindergarten,the learning company,9.99,reader rabbit reading learning system 2007,,12.95
4066,0,microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95,microsoft ( r ) office 2004 for mac student and teacher edition,,146.95
4067,0,microsoft publisher 2007 version upgrade,microsoft,99.95,word mac 2004 upgrade microsoft d48-00488,,97.36
4068,0,high school advantage 2008,encore,39.99,elementary advantage 2007,,12.95
4069,0,adobe after effects cs3,adobe,999.0,adobe after effects ( v7 .0 ) pro mac up pro-pro adobe 12070227,,185.32
4070,0,sony sound effects series vol 1 through 10,sony-pictures-digital-entertainment,,sony media software discrete drums : vol .1 sony sound series,sony-media-software,24.91
4071,0,adobe premiere pro cs3,adobe,799.0,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for macintosh,,723.95
4072,0,adobe acrobat standard 8.0,adobe,449.99,adobe acrobat professional 7,,350.0
4073,0,adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe illustrator cs3 for mac academic,adobe-education-box,199.99
4074,0,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,11105972 symantec backup exec 11d for windows small business server agent for windows sys,,320.66
4075,0,instant immersion translator deluxe 2.0,topics entertainment,49.99,topics entertainment instant immersion italian 2.0,,17.55
4076,0,crystal reports xi professional edition,business objects,495.0,37510 novabackup professional edition v. 7.5 upgrade license 1 user win,,25.06
4077,0,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,10759354 symantec backup exec 11d for windows small business server agent for windows sys,,260.63
4078,0,microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft ( r ) mappoint ( r ) 2006,,249.99
4079,0,registry mechanic by encore software,encore software,46.52,software,,621.99
4080,0,broderbund printmaster platinum 16.0,encore software,39.99,print master platinum v17,,29.9
4081,0,microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95,microsoft ( r ) windows ( r ) xp home edition with sp2,,199.99
4082,0,printmaster 17 platinum by encore software,encore software,39.99,corel intervideo dvd copy 5 platinum software for windows authoring software,,49.95
4083,0,adobe acrobat 7.0 professional,adobe,449.99,adobe acrobat v8 .0 professional for mac upsell from std-pro,,145.99
4084,0,zonealarm anti-spyware,zone labs,29.99,zone labs zonealarm pro,,30.17
4085,0,punch super home suite 3.0,punch ! software,49.99,punch software 38100 punch ! super home suite ( small box ),punch software,45.99
4086,0,adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe premiere elements 3 and photoshop elements 5 software for windows consumer video editing software,,149.95
4087,0,phonics success deluxe 2006 ( large box ),topics entertainment,49.99,middle school success deluxe 2008 ( pc/mac ) topics,,49.99
4088,0,apple . mac 4.0 online service family pack,apple,179.95,apple . mac 4.0 1yr new or renewal internet service,,99.99
4089,0,retrospect 6.0 desktop mac upgrade,dantz,59.99,adobe photoshop cs3 for mac upgrade,,189.99
4090,0,the printshop 20 professional publisher,broderbund,69.99,web easy ( r ) professional 6,,49.99
4091,0,instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immers french dlx 2,,27.57
4092,0,adobe creative suite cs3 master collection upsell,adobe,1999.0,adobe cs3 web standard upsell,,819.99
4093,0,adobe premiere pro cs3 upgrade,adobe,299.0,filemaker pro 8.5 upgrade,,169.99
4094,0,valuesoft tune transfer for ipod software for windows xp,valuesoft,29.95,intuit quicken basic 2007 software for windows tax & finance software,,29.95
4095,0,punch ! professional home design suite,punch ! software,69.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99
4096,1,palo alto business plan pro premier 2007,palo-alto-software,199.0,palo alto software bpdx palo alto business plan 2007 pro premier edition complete product business planning 1 user complete product standard pc,palo-alto-software,184.97
4097,0,microsoft windows vista business 32-bit for system builders,microsoft,179.99,microsoft windows vista home basic upgrade ( pc ),,99.99
4098,1,adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe premiere elements 3 video editing software for windows consumer video editing software,,99.95
4099,0,adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,adobe cs3 web premium upgrade,,517.99
4100,0,quicken 2007 home & business,intuit,89.95,sbqb7r quicken legal business pro 2007 complete package 1 user win,,69.16
4101,0,pdf converter professional v4 english,nuance communications inc.,99.99,web easy ( r ) professional 6,,49.99
4102,0,adobe cs3 design premium macosx dvd,adobe,599.0,adobe cs3 web premium,,1659.99
4103,0,punch ! professional home design,punch ! software,89.99,punch software professional home design platinum version 10,,99.99
4104,0,system care professional,avanquest,49.95,web easy ( r ) professional 6,,49.99
4105,0,britannica deluxe,avanquest software,29.95,photoshow deluxe,,39.92
4106,0,acrobat professional 8 ( windows ),adobe,273.0,adobe dv rack 2.0 hd software for windows professional editing software,,499.0
4107,0,printmaster 17 gold by encore software,encore software,30.66,encore software 10931 the print shop design suite proed sb cs by the print shop,,105.97
4108,0,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,adobe illustrator cs3 ( mac ),,599.0
4109,0,microsoft visual studio professional w/msdn professional 2005 renewal,microsoft software,799.0,123-00001 microsoft visual studio 2005 team test load agent complete package 1 process,,4792.85
4110,1,peachtree by sage complete accounting 2007,sage software,269.99,sage software peachtree complete accounting 2007 software for windows tax & finance software,,249.95
4111,0,punch ! professional home design,punch ! software,89.99,resume maker professional 12,,17.95
4112,0,microsoft powerpoint 2004 ( mac ),microsoft,229.99,microsoft ( r ) mappoint ( r ) 2006,,249.99
4113,0,microspot macdraft professional ( mac ),microspot ltd.,349.99,microsoft office accounting professional 2007 ( pc ),,229.95
4114,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft excel 2007 ( pc ),,229.95
4115,0,onone plug-in suite 3 for adobe photoshop,onone software,399.95,adobe photoshop lightroom,,264.99
4116,0,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0,adobe photoshop cs3 extended for mac upgrade,,329.99
4117,0,quickbooks point-of-sale basic 6.0,intuit,799.95,quickbooks pro 2007 win,,192.26
4118,0,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0,microsoft windows xp home edition sp2 oem,,95.99
4119,0,3d home architect landscape designer v8,encore software,29.99,punch software 41100 punch ! home design architectural series 18,punch software,118.99
4120,0,instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion 33 languages,,47.36
4121,0,norton antivirus 2007,symantec,39.99,norton antivirus 2007 3 user pack,,49.95
4122,0,iriscard pro business card scanner,iris,199.99,belight business card composer,,39.99
4123,0,adventure workshop preschool-1st grade 8th edition,encore,19.99,encore software 10590 adventure workshop preschool 1st grade 7th ed sb cs by riverdeep,,17.97
4124,0,simply put software data eliminator,simply-put-software,,simply put software llc mozy 3.0,simply-put-software-llc,43.3
4125,1,visual thesaurus the thinkmap inc.,csdc,39.95,csdc visual thesaurus the thinkmap inc.,,33.52
4126,0,quicken legal business pro 2007,nolo press,79.99,quicken home and business 2007 ( pc ) intuit,,89.99
4127,0,adobe acrobat 7.0 professional,adobe,449.99,web easy ( r ) professional 6,,49.99
4128,0,instant immersion ingles audio deluxe,topics entertainment,,instant immersion 33 languages,,47.36
4129,0,netgear vpn01l vpn client software,netgear,89.99,prosafe vpn client software single user netgear inc. vpn01l,,27.78
4130,0,instant immersion german audio,topics entertainment,,topics entertainment 40206 instant immersion german lab ( software/audiobook/workbook ) win 98 me 2000 xp/mac os 9 or x,,34.97
4131,0,microsoft windows vista business 32-bit for system builders,microsoft,179.99,microsoft winvista bus upsa 1y acq y3 ent w/visent 66j-01685,,144.0
4132,0,readiris pro 11,global marketing partners,129.99,iris inc readiris pro 11 corporate edition,,430.58
4133,0,backyard skateboarding,atari,,backyard soccer mls edition,,8.95
4134,0,adobe creative suite cs3 web standard upgrade [ mac ],adobe,399.0,adobe photoshop cs3 extended for mac upgrade,,329.99
4135,0,pokemon team turbo ( jewel case ),valusoft,9.99,pokemon team turbo,,7.95
4136,0,sonicwall comprehensive gateway security suite 1 year upgrade plan 01-ssc-5845 ),sonic systems inc. .,,01-ssc-3377 sonicwall comprehensive gms 24x7 support sonicwall gms standard edition licens,,60374.4
4137,0,procurve vpn client software unlimited client licenses,hewlett packard,,j8779a hp procurve manager plus v. 2.0 upgrade license unlimited devices wi,,2270.06
4138,0,3d home architect landscape designer v8,encore software,29.99,3d home architect home v. 8by encore software,,33.92
4139,0,punch ! professional home design,punch ! software,89.99,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
4140,0,quickbooks simple start 2007,intuit,99.95,quickbooks pro 2007 3 user,,409.52
4141,0,punch ! home design architectural series 4000 v10,punch ! software,199.99,punch software 90500 home design studio mac,punch software,135.99
4142,0,microsoft visual studio professional w/msdn professional 2005 renewal,microsoft software,799.0,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99
4143,0,quickbooks pro 2007 small business financial software,intuit,199.95,individual software inc small business advantage deluxe,,16.9
4144,1,registry mechanic 5.x pc system repair,pc tools,29.95,encore software 10598 registry mechanic win 98 me 2000 xp,,26.97
4145,0,instant immersion french deluxe 2.0,topics entertainment,49.99,instant immersion translator deluxe 2.0,,22.9
4146,0,adobe creative suite cs3 design premium upsell,adobe,1599.0,adobe indesign cs3 for mac upgrade,,205.99
4147,1,scrabble champion edition,encore,19.95,encore software 11192 scrabble champion edition win 98 me 2000 xp,,18.97
4148,0,printmaster 17 gold by encore software,encore software,30.66,encore software 10393 network now ! pro by encore,,33.97
4149,0,adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe illustrator cs3 for mac,,619.99
4150,0,recam remote monitoring software,mobi-technologies-inc .,129.0,software,,46.99
4151,0,punch ! master landscape professional & home design v 10.0,punch ! software,69.95,punch software 14100 punch ! professional home design suite for windows,punch software,62.99
4152,0,corel wordperfect office 12 standard upgrade,corel,149.99,microsoft ( r ) office 2004 for mac standard edition upgrade version,,234.95
4153,0,adobe premiere pro cs3,adobe,799.0,adobe cs3 production premium academic,,569.99
4154,0,sibelius 4 professional edition,sibelius-software-ltd .,599.99,the sky 6 professional edition astronomy software,,189.95
4155,0,adobe illustrator cs3 upgrade from freehand [ mac ],adobe,199.0,adobe cs3 production premium upgrade,,822.99
4156,1,adobe illustrator cs3 upgrade from freehand [ mac ],adobe,199.0,adobe illustrator cs3 upgrade from freehand for mac,,206.99
4157,0,adobe creative suite cs3 production premium upgrade,adobe,799.0,adobe cs3 production premium academic,,569.99
4158,0,microsoft powerpoint 2004 ( mac ),microsoft,229.99,microsoft ( r ) office 2004 for mac standard edition upgrade version,,234.95
4159,1,clickart 1.2 million dvd 2006 by broderbund,encore software,49.99,encore software 10466 clickart 1.2 million dvd 2006 by broderbund,,41.97
4160,0,adobe creative suite cs3 design premium upsell,adobe,1599.0,adobe cs3 web premium upgrade,,517.99
4161,0,apple garageband jam pack : rhythm section,apple,99.0,apple garageband jam pack : remix tools,,95.99
4162,0,jeopardy! deluxe,encore,19.99,encore software 14111 jeopardy! deluxe,,17.97
4163,0,the print shop design suite pro ed sb cs by the print shop,encore software,199.99,encore software 10741 the print shop 22 deluxe sb cs by the print shop,,42.97
4164,0,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0,269-10040 microsoft office professional edition 2003 service pack v. 2 media vol,,23.53
4165,0,microsoft office excel 2007,microsoft,229.95,microsoft ( r ) project 2002,,329.99
4166,0,quickbooks simple start 2007,intuit,99.95,quickbooks ( r ) pro 2007 edition 3-user,,499.99
4167,0,adobe cs3 design standard macosx dvd,adobe,399.0,adobe cs3 design standard upsell,,934.99
4168,0,ca brightstor arcserve backup r11 .1 for netware upgrade from arcserve 7 for netware,computer associates,,ca blapdskapoem30 oem arcserve backup v11 .1 win 30u for laptops and desktops 0757943274004,,518.81
4169,0,musicalis guitar workshop,global-software-publishing,9.99,music made easy guitar,,9.9
4170,0,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,premiere pro cs3 mac upgrade,,320.25
4171,0,century software tinyterm plus v. 4.0 complete product,century software,,century software tt-1 century tinyterm v. 4.3 x emulation 1 user ( s ) english french german spanish italian polish portuguese pc,,120.97
4172,0,adobe photoshop cs3 [ mac ],adobe,649.0,adobe premiere pro cs3,,825.99
4173,0,instant immersion spanish ( audio book ),topics entertainment,,topics entertainment instant immersion spanish advanced audio,,12.05
4174,0,microsoft crm small business ed cal 3.0 license pack user cal,microsoft software,9929.0,t07-00450 microsoft business solutions crm suite module software assurance 1 user op,,659.71
4175,0,adobe premiere elements 3.0,adobe,99.99,adobe cs3 production premium,,1749.99
