,id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price
4063,4063,0,printmaster 17 gold by encore software,encore software,30.66,encore software 10691 the print shop 22 sb cs by the print shop,,25.97
4064,4064,0,instant immersion hawaiian audio,topics entertainment,,topics entertainment instant immersion german 2.0,,17.55
4065,4065,0,reader rabbit learn to read phonics pre kindergarten,the learning company,9.99,reader rabbit reading learning system 2007,,12.95
4066,4066,0,microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95,microsoft ( r ) office 2004 for mac student and teacher edition,,146.95
4067,4067,0,microsoft publisher 2007 version upgrade,microsoft,99.95,word mac 2004 upgrade microsoft d48-00488,,97.36
4068,4068,0,high school advantage 2008,encore,39.99,elementary advantage 2007,,12.95
4069,4069,0,adobe after effects cs3,adobe,999.0,adobe after effects ( v7 .0 ) pro mac up pro-pro adobe 12070227,,185.32
4070,4070,0,sony sound effects series vol 1 through 10,sony-pictures-digital-entertainment,,sony media software discrete drums : vol .1 sony sound series,sony-media-software,24.91
4071,4071,0,adobe premiere pro cs3,adobe,799.0,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for macintosh,,723.95
4072,4072,0,adobe acrobat standard 8.0,adobe,449.99,adobe acrobat professional 7,,350.0
4073,4073,0,adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe illustrator cs3 for mac academic,adobe-education-box,199.99
4074,4074,0,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,11105972 symantec backup exec 11d for windows small business server agent for windows sys,,320.66
4075,4075,0,instant immersion translator deluxe 2.0,topics entertainment,49.99,topics entertainment instant immersion italian 2.0,,17.55
4076,4076,0,crystal reports xi professional edition,business objects,495.0,37510 novabackup professional edition v. 7.5 upgrade license 1 user win,,25.06
4077,4077,0,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,10759354 symantec backup exec 11d for windows small business server agent for windows sys,,260.63
4078,4078,0,microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft ( r ) mappoint ( r ) 2006,,249.99
4079,4079,0,registry mechanic by encore software,encore software,46.52,software,,621.99
4080,4080,0,broderbund printmaster platinum 16.0,encore software,39.99,print master platinum v17,,29.9
4081,4081,0,microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95,microsoft ( r ) windows ( r ) xp home edition with sp2,,199.99
4082,4082,0,printmaster 17 platinum by encore software,encore software,39.99,corel intervideo dvd copy 5 platinum software for windows authoring software,,49.95
4083,4083,0,adobe acrobat 7.0 professional,adobe,449.99,adobe acrobat v8 .0 professional for mac upsell from std-pro,,145.99
4084,4084,0,zonealarm anti-spyware,zone labs,29.99,zone labs zonealarm pro,,30.17
4085,4085,0,punch super home suite 3.0,punch ! software,49.99,punch software 38100 punch ! super home suite ( small box ),punch software,45.99
4086,4086,0,adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe premiere elements 3 and photoshop elements 5 software for windows consumer video editing software,,149.95
4087,4087,0,phonics success deluxe 2006 ( large box ),topics entertainment,49.99,middle school success deluxe 2008 ( pc/mac ) topics,,49.99
4088,4088,0,apple . mac 4.0 online service family pack,apple,179.95,apple . mac 4.0 1yr new or renewal internet service,,99.99
4089,4089,0,retrospect 6.0 desktop mac upgrade,dantz,59.99,adobe photoshop cs3 for mac upgrade,,189.99
4090,4090,0,the printshop 20 professional publisher,broderbund,69.99,web easy ( r ) professional 6,,49.99
4091,4091,0,instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immers french dlx 2,,27.57
4092,4092,0,adobe creative suite cs3 master collection upsell,adobe,1999.0,adobe cs3 web standard upsell,,819.99
4093,4093,0,adobe premiere pro cs3 upgrade,adobe,299.0,filemaker pro 8.5 upgrade,,169.99
4094,4094,0,valuesoft tune transfer for ipod software for windows xp,valuesoft,29.95,intuit quicken basic 2007 software for windows tax & finance software,,29.95
4095,4095,0,punch ! professional home design suite,punch ! software,69.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99
4096,4096,1,palo alto business plan pro premier 2007,palo-alto-software,199.0,palo alto software bpdx palo alto business plan 2007 pro premier edition complete product business planning 1 user complete product standard pc,palo-alto-software,184.97
4097,4097,0,microsoft windows vista business 32-bit for system builders,microsoft,179.99,microsoft windows vista home basic upgrade ( pc ),,99.99
4098,4098,1,adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe premiere elements 3 video editing software for windows consumer video editing software,,99.95
4099,4099,0,adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,adobe cs3 web premium upgrade,,517.99
4100,4100,0,quicken 2007 home & business,intuit,89.95,sbqb7r quicken legal business pro 2007 complete package 1 user win,,69.16
4101,4101,0,pdf converter professional v4 english,nuance communications inc.,99.99,web easy ( r ) professional 6,,49.99
4102,4102,0,adobe cs3 design premium macosx dvd,adobe,599.0,adobe cs3 web premium,,1659.99
4103,4103,0,punch ! professional home design,punch ! software,89.99,punch software professional home design platinum version 10,,99.99
4104,4104,0,system care professional,avanquest,49.95,web easy ( r ) professional 6,,49.99
4105,4105,0,britannica deluxe,avanquest software,29.95,photoshow deluxe,,39.92
4106,4106,0,acrobat professional 8 ( windows ),adobe,273.0,adobe dv rack 2.0 hd software for windows professional editing software,,499.0
4107,4107,0,printmaster 17 gold by encore software,encore software,30.66,encore software 10931 the print shop design suite proed sb cs by the print shop,,105.97
4108,4108,0,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,adobe illustrator cs3 ( mac ),,599.0
4109,4109,0,microsoft visual studio professional w/msdn professional 2005 renewal,microsoft software,799.0,123-00001 microsoft visual studio 2005 team test load agent complete package 1 process,,4792.85
4110,4110,1,peachtree by sage complete accounting 2007,sage software,269.99,sage software peachtree complete accounting 2007 software for windows tax & finance software,,249.95
4111,4111,0,punch ! professional home design,punch ! software,89.99,resume maker professional 12,,17.95
4112,4112,0,microsoft powerpoint 2004 ( mac ),microsoft,229.99,microsoft ( r ) mappoint ( r ) 2006,,249.99
4113,4113,0,microspot macdraft professional ( mac ),microspot ltd.,349.99,microsoft office accounting professional 2007 ( pc ),,229.95
4114,4114,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft excel 2007 ( pc ),,229.95
4115,4115,0,onone plug-in suite 3 for adobe photoshop,onone software,399.95,adobe photoshop lightroom,,264.99
4116,4116,0,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0,adobe photoshop cs3 extended for mac upgrade,,329.99
4117,4117,0,quickbooks point-of-sale basic 6.0,intuit,799.95,quickbooks pro 2007 win,,192.26
4118,4118,0,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0,microsoft windows xp home edition sp2 oem,,95.99
4119,4119,0,3d home architect landscape designer v8,encore software,29.99,punch software 41100 punch ! home design architectural series 18,punch software,118.99
4120,4120,0,instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion 33 languages,,47.36
4121,4121,0,norton antivirus 2007,symantec,39.99,norton antivirus 2007 3 user pack,,49.95
4122,4122,0,iriscard pro business card scanner,iris,199.99,belight business card composer,,39.99
4123,4123,0,adventure workshop preschool-1st grade 8th edition,encore,19.99,encore software 10590 adventure workshop preschool 1st grade 7th ed sb cs by riverdeep,,17.97
4124,4124,0,simply put software data eliminator,simply-put-software,,simply put software llc mozy 3.0,simply-put-software-llc,43.3
4125,4125,1,visual thesaurus the thinkmap inc.,csdc,39.95,csdc visual thesaurus the thinkmap inc.,,33.52
4126,4126,0,quicken legal business pro 2007,nolo press,79.99,quicken home and business 2007 ( pc ) intuit,,89.99
4127,4127,0,adobe acrobat 7.0 professional,adobe,449.99,web easy ( r ) professional 6,,49.99
4128,4128,0,instant immersion ingles audio deluxe,topics entertainment,,instant immersion 33 languages,,47.36
4129,4129,0,netgear vpn01l vpn client software,netgear,89.99,prosafe vpn client software single user netgear inc. vpn01l,,27.78
4130,4130,0,instant immersion german audio,topics entertainment,,topics entertainment 40206 instant immersion german lab ( software/audiobook/workbook ) win 98 me 2000 xp/mac os 9 or x,,34.97
4131,4131,0,microsoft windows vista business 32-bit for system builders,microsoft,179.99,microsoft winvista bus upsa 1y acq y3 ent w/visent 66j-01685,,144.0
4132,4132,0,readiris pro 11,global marketing partners,129.99,iris inc readiris pro 11 corporate edition,,430.58
4133,4133,0,backyard skateboarding,atari,,backyard soccer mls edition,,8.95
4134,4134,0,adobe creative suite cs3 web standard upgrade [ mac ],adobe,399.0,adobe photoshop cs3 extended for mac upgrade,,329.99
4135,4135,0,pokemon team turbo ( jewel case ),valusoft,9.99,pokemon team turbo,,7.95
4136,4136,0,sonicwall comprehensive gateway security suite 1 year upgrade plan 01-ssc-5845 ),sonic systems inc. .,,01-ssc-3377 sonicwall comprehensive gms 24x7 support sonicwall gms standard edition licens,,60374.4
4137,4137,0,procurve vpn client software unlimited client licenses,hewlett packard,,j8779a hp procurve manager plus v. 2.0 upgrade license unlimited devices wi,,2270.06
4138,4138,0,3d home architect landscape designer v8,encore software,29.99,3d home architect home v. 8by encore software,,33.92
4139,4139,0,punch ! professional home design,punch ! software,89.99,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
4140,4140,0,quickbooks simple start 2007,intuit,99.95,quickbooks pro 2007 3 user,,409.52
4141,4141,0,punch ! home design architectural series 4000 v10,punch ! software,199.99,punch software 90500 home design studio mac,punch software,135.99
4142,4142,0,microsoft visual studio professional w/msdn professional 2005 renewal,microsoft software,799.0,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99
4143,4143,0,quickbooks pro 2007 small business financial software,intuit,199.95,individual software inc small business advantage deluxe,,16.9
4144,4144,1,registry mechanic 5.x pc system repair,pc tools,29.95,encore software 10598 registry mechanic win 98 me 2000 xp,,26.97
4145,4145,0,instant immersion french deluxe 2.0,topics entertainment,49.99,instant immersion translator deluxe 2.0,,22.9
4146,4146,0,adobe creative suite cs3 design premium upsell,adobe,1599.0,adobe indesign cs3 for mac upgrade,,205.99
4147,4147,1,scrabble champion edition,encore,19.95,encore software 11192 scrabble champion edition win 98 me 2000 xp,,18.97
4148,4148,0,printmaster 17 gold by encore software,encore software,30.66,encore software 10393 network now ! pro by encore,,33.97
4149,4149,0,adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe illustrator cs3 for mac,,619.99
4150,4150,0,recam remote monitoring software,mobi-technologies-inc .,129.0,software,,46.99
4151,4151,0,punch ! master landscape professional & home design v 10.0,punch ! software,69.95,punch software 14100 punch ! professional home design suite for windows,punch software,62.99
4152,4152,0,corel wordperfect office 12 standard upgrade,corel,149.99,microsoft ( r ) office 2004 for mac standard edition upgrade version,,234.95
4153,4153,0,adobe premiere pro cs3,adobe,799.0,adobe cs3 production premium academic,,569.99
4154,4154,0,sibelius 4 professional edition,sibelius-software-ltd .,599.99,the sky 6 professional edition astronomy software,,189.95
4155,4155,0,adobe illustrator cs3 upgrade from freehand [ mac ],adobe,199.0,adobe cs3 production premium upgrade,,822.99
4156,4156,1,adobe illustrator cs3 upgrade from freehand [ mac ],adobe,199.0,adobe illustrator cs3 upgrade from freehand for mac,,206.99
4157,4157,0,adobe creative suite cs3 production premium upgrade,adobe,799.0,adobe cs3 production premium academic,,569.99
4158,4158,0,microsoft powerpoint 2004 ( mac ),microsoft,229.99,microsoft ( r ) office 2004 for mac standard edition upgrade version,,234.95
4159,4159,1,clickart 1.2 million dvd 2006 by broderbund,encore software,49.99,encore software 10466 clickart 1.2 million dvd 2006 by broderbund,,41.97
4160,4160,0,adobe creative suite cs3 design premium upsell,adobe,1599.0,adobe cs3 web premium upgrade,,517.99
4161,4161,0,apple garageband jam pack : rhythm section,apple,99.0,apple garageband jam pack : remix tools,,95.99
4162,4162,0,jeopardy! deluxe,encore,19.99,encore software 14111 jeopardy! deluxe,,17.97
4163,4163,0,the print shop design suite pro ed sb cs by the print shop,encore software,199.99,encore software 10741 the print shop 22 deluxe sb cs by the print shop,,42.97
4164,4164,0,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0,269-10040 microsoft office professional edition 2003 service pack v. 2 media vol,,23.53
4165,4165,0,microsoft office excel 2007,microsoft,229.95,microsoft ( r ) project 2002,,329.99
4166,4166,0,quickbooks simple start 2007,intuit,99.95,quickbooks ( r ) pro 2007 edition 3-user,,499.99
4167,4167,0,adobe cs3 design standard macosx dvd,adobe,399.0,adobe cs3 design standard upsell,,934.99
4168,4168,0,ca brightstor arcserve backup r11 .1 for netware upgrade from arcserve 7 for netware,computer associates,,ca blapdskapoem30 oem arcserve backup v11 .1 win 30u for laptops and desktops 0757943274004,,518.81
4169,4169,0,musicalis guitar workshop,global-software-publishing,9.99,music made easy guitar,,9.9
4170,4170,0,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,premiere pro cs3 mac upgrade,,320.25
4171,4171,0,century software tinyterm plus v. 4.0 complete product,century software,,century software tt-1 century tinyterm v. 4.3 x emulation 1 user ( s ) english french german spanish italian polish portuguese pc,,120.97
4172,4172,0,adobe photoshop cs3 [ mac ],adobe,649.0,adobe premiere pro cs3,,825.99
4173,4173,0,instant immersion spanish ( audio book ),topics entertainment,,topics entertainment instant immersion spanish advanced audio,,12.05
4174,4174,0,microsoft crm small business ed cal 3.0 license pack user cal,microsoft software,9929.0,t07-00450 microsoft business solutions crm suite module software assurance 1 user op,,659.71
4175,4175,0,adobe premiere elements 3.0,adobe,99.99,adobe cs3 production premium,,1749.99
4176,4176,0,adobe creative suite cs3 web standard upsell,adobe,799.0,adobe cs3 web premium academic,,479.99
4177,4177,0,instant immersion spanish 2.0,topics entertainment,29.99,instant immersion italian audio ( audio book ),,19.95
4178,4178,0,quickbooks premier professional services edition 2007,intuit,399.95,quickbooks pro 2007 3 user,intuit,398.99
4179,4179,0,adobe creative suite cs3 design standard upgrade,adobe,399.0,adobe acrobat 7.0 standard academic mac,,98.99
4180,4180,0,diskeeper 2007 pro premier 5-lic pack,diskeeper corporation,736.66,diskeeper 2007 professional,,46.95
4181,4181,0,microsoft works suite 2006,microsoft,99.0,microsoft ( r ) money 2007 deluxe,,49.99
4182,4182,0,punch ! home design architectural series 18,punch ! software,129.99,punch software 90500 home design studio mac,punch software,135.99
4183,4183,0,middle school success deluxe 2008,topics entertainment,49.99,elementary school success deluxe 2006,,12.95
4184,4184,0,omnioutliner professional 3.0,csdc,69.95,adobe cs3 flash professional,,724.99
4185,4185,0,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,70009 nero ultra edition enhanced v. 7 complete package 1 user cd win,,87.76
4186,4186,0,print workshop 2007,valusoft,19.99,print workshop 2006 limited edition + 800000 + images,,7.95
4187,4187,0,adobe illustrator cs3 [ mac ],adobe,599.0,adobe illustrator cs3 for mac academic,adobe-education-box,199.99
4188,4188,1,the universe ( win/mac ) ( jewel case ),fogware publishing,9.99,elementary school space the universe ( pc/mac ) fogware,,9.99
4189,4189,1,microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,office mac student/teach 04,,146.02
4190,4190,1,adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop cs3 extended for mac,,935.99
4191,4191,0,filemaker mobile 8 for palm os and pocket pc,filemaker,69.0,filemaker mobile 8,,65.99
4192,4192,0,sibelius 4 professional edition,sibelius-software-ltd .,599.99,grass valley edius 4 broadcast video editing software professional editing software,,998.95
4193,4193,0,jumpstart world 1st grade,knowledge adventure,19.99,jumpstart advanced 3rd grade ( pc/mac ) knowledge adventure,,19.99
4194,4194,0,instant immersion 33 languages,topics entertainment,49.99,instant immers german dlux 2.0,,36.11
4195,4195,0,punch ! master landscape professional & home design v 10.0,punch ! software,69.95,punch software professional home design platinum version 10,,99.99
4196,4196,0,library expansion option-upg,novastor corporation,,12302 novanet library expansion option upgrade license 1 server linux win nw,,333.31
4197,4197,0,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,adobe creative suite ( v3 .0 ) design premium mac adobe 19500009,,1482.0
4198,4198,0,tlc arthur s kindergarten learning system 2008,encore,19.99,encore software 13861 tlc arthurs kindergarten learning system 2008,,17.97
4199,4199,0,acrobat professional 8 mac upsell standard-professional,adobe,273.0,adobe cs3 web standard upsell,,819.99
4200,4200,0,microsoft word 2004 ( mac ),microsoft,229.99,microsoft microsoft office 2004 software suite mac apple & mac software,,399.95
4201,4201,0,the printshop 20 professional publisher,broderbund,69.99,orgchart professional 1.3,,39.95
4202,4202,1,command and conquer generals deluxe dvd-rom ( mac ),aspyr media,59.99,aspyr command and conquer generals deluxe mac,,55.99
4203,4203,0,onone essentials for adobe photoshop elements version 2 full,onone software,59.95,adobe photoshop cs3 extended software full version for windows,,969.0
4204,4204,0,the print shop 21 deluxe by broderbund,encore software,,10731 the print shop 22 pro publisher deluxe complete package 1 user win,,84.13
4205,4205,0,quickbooks pos : pro multistore 6.0,intuit inc.,1399.95,quickbooks ( r ),,199.99
4206,4206,0,learning quickbooks 2007,intuit,39.95,quickbooks pro 2007 win,,192.26
4207,4207,0,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot software 65210 spy sweeper 3 pc,webroot software,31.99
4208,4208,0,instant immersion hawaiian audio,topics entertainment,,instant immersion 33 languages,,47.36
4209,4209,0,instant home cooking ( jewel case ),topics entertainment,9.99,instant home design 3.0,,15.9
4210,4210,0,quickbooks point-of-sale basic 6.0,intuit,799.95,quickbooks ( r ) simple start 2007,,99.99
4211,4211,0,instant immersion hawaiian audio,topics entertainment,,instant immersion italian audio ( audio book ),,19.95
4212,4212,0,red hat enterprise linux ws v. 4 update 4 license 1 workstation rl296aa ),hewlett packard,,rl294aa red hat enterprise linux ws v. 3 update 8 license 1 user,,215.57
4213,4213,0,scrabble with bonus clue,encore,19.99,encore software 11611 scrabble with bonus clue sb cs by hasbro,,17.97
4214,4214,0,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,microsoft ( r ) windows vista ( tm ) business,,199.99
4215,4215,0,ulead videostudio 11,corel,89.99,buvsag-00000 ulead videostudio 10 complete package 1 user win english,,61.94
4216,4216,0,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 web premium upsell,,1434.99
4217,4217,1,merriam-webster s dictionary ( win/mac ) ( jewel case ),fogware publishing,9.99,merriam-webster english dictionary ( win 2000 xp/mac 10.3.8 or later ),,9.99
4218,4218,0,instant immersion italian v2 .0 ( large box ),topics entertainment,29.99,instant immersion 33 languages,topics entertainment,43.99
4219,4219,0,adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,adobe cs3 production premium upsell,,1234.99
4220,4220,0,brainfood games cranium collection 2006,encore software,19.99,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp,,18.97
4221,4221,0,punch ! 5 in 1 home design,punch ! software,39.99,punch software 17100 punch ! super home suite,punch software,45.99
4222,4222,0,adobe creative suite cs3 production premium upsell,adobe,1199.0,adobe cs3 web premium upsell,,1434.99
4223,4223,1,apple remote desktop 3 unlim managed systems,apple,499.0,apple remote desktop 3 unlimited managed systems,,499.99
4224,4224,0,emc retrospect 7.5 professional for windows upgrade,dantz,,microsoft windows vista ultimate upgrade,,239.95
4225,4225,0,instant immersion german audio,topics entertainment,,instant immersion italian platinum ( win 95 98 me nt 2000 xp ),,129.99
4226,4226,0,adobe after effects cs3 upgrade,adobe,299.0,15510669dm adobe after effects cs3 professional v. 8 media tlp tlp nonprofit d,,18.88
4227,4227,0,digidesign music production toolkit ( pro tools le ),digidesign,495.0,bias peak pro xt 5 software bundle music production software,,999.0
4228,4228,0,adobe creative suite cs3 web standard upsell,adobe,799.0,adobe cs3 web premium upsell,,1434.99
4229,4229,1,riverdeep the print shop zoom dvd,riverdeep,,encore software 11941 the print shop zoom,,17.97
4230,4230,0,quarkxpress 7 for mac/win .,quark,1289.42,pxl smartscale for mac/win,,159.95
4231,4231,0,microsoft windows small business server cal 2003 license pack 20 client addpack device,microsoft software,,10759354 symantec backup exec 11d for windows small business server agent for windows sys,,260.63
4232,4232,0,quicken legal business pro 2007,nolo press,79.99,quickbooks pro 2007 3 user,intuit,398.99
4233,4233,1,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft onenote 2007 upgrade ( pc ),,79.95
4234,4234,0,peachtree by sage pro accounting 2007,sage software,169.99,peachtree ( r ) compatible continuous checks-office accounting 12.0,,121.89
4235,4235,0,print shop 22 deluxe,encore,49.99,photoshow deluxe,,39.92
4236,4236,0,instant immersion japanese ( audio book ),topics entertainment,,instant immersion japanese 2.0,,22.43
4237,4237,0,adobe creative suite cs3 design standard upsell [ mac ],adobe,899.0,adobe cs3 web standard,,1035.99
4238,4238,1,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,microsoft office 2004 software suite oem mac apple & mac software,,239.95
4239,4239,0,student home learning system for pc/mac,fogware publishing,139.99,reader rabbit reading learning system 2007,,12.95
4240,4240,0,adobe after effects professional 7.0,adobe,999.0,adobe acrobat v8 .0 professional for mac,,405.99
4241,4241,0,easy drums ( jewel case ),arcmedia,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59
4242,4242,0,internet security barrier x4 antispam edition,intego inc,,panda internet security 2007 panda software,,49.99
4243,4243,0,3d home architect landscape v. 8 by encore software,encore software,39.99,essential software architecture,,53.41
4244,4244,0,cluefinders 3rd grade,the learning company,,cluefinders 3rd grade adventures : mystery of mathra,,10.95
4245,4245,0,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,adobe ( r ) photoshop ( r ) cs windows full version,,590.92
4246,4246,0,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,microsoft office 2004 student/teacher,,145.99
4247,4247,0,scrabble champion edition,encore,19.95,encore software 11192 scrabble champion edition win 98 me 2000 xp,,18.97
4248,4248,0,resumemaker professional 12.0,individual software,29.99,individual software prm-r12 resumemaker professional 12.0,individual software,29.99
4249,4249,1,upgrade acid pro 6 boxed,sony-pictures-digital-entertainment,305.18,sony media software acid pro 6 software upgrade from acid pro 5 music production software,sony-pictures-digital-entertainment,129.95
4250,4250,0,microsoft windows vista home basic upgrade [ dvd ],microsoft,99.95,microsoft ( r ) windows ( r ) xp home edition with sp2,,199.99
4251,4251,0,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0,microsoft office and windows training professional,,29.99
4252,4252,0,broderbund printmaster platinum 16.0,encore software,39.99,printmaster ( r ) platinum 16,,39.97
4253,4253,0,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,total training for adobe creative suite 3 design premium,,279.95
4254,4254,0,3d home architect landscape designer v8,encore software,29.99,punch software 85100 master landscape professional & home design v 10.0,,61.8
4255,4255,0,adobe premiere pro cs3 upgrade,adobe,299.0,adobe cs3 design premium upsell,,1639.99
4256,4256,0,adobe creative suite cs3 design premium upsell,adobe,1599.0,adobe production premium cs3 software suite for mac av production software,,1698.95
4257,4257,0,punch ! home design architectural series 4000 v10,punch ! software,199.99,punch software 25100 punch ! master landscape and home design,punch software,45.99
4258,4258,0,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,633808035020 wasp nest ccd suite business edition complete package 1 user cd win,,179.03
4259,4259,0,adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade windows,,236.74
4260,4260,0,microsoft office 2004 professional ( mac ),microsoft,499.99,adobe acrobat v8 .0 professional for mac upgrade,,145.99
4261,4261,0,adobe contribute cs3 [ mac ],adobe,149.0,adobe illustrator cs3 for mac,,619.99
4262,4262,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft ( r ) money 2007 premium,,69.99
4263,4263,0,microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft virtual pc 7.0 windows xp home,,205.99
4264,4264,0,punch ! home design architectura series 18,punch ! software,129.99,encore inc 3d home architect landscape design deluxe v 9.0,,25.49
4265,4265,0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft 059-03871 molpc word sa,,111.78
4266,4266,0,student home learning system for pc/mac,fogware publishing,139.99,net jet game system for pc,,24.99
4267,4267,0,microsoft crm small business ed cal 3.0 license pack user cal,microsoft software,9929.0,c8d-00006 microsoft dynamics crm small business edition v. 3.0 license 20 user c,,9654.16
4268,4268,0,english literature basics ( win/mac ) ( jewel case ),fogware publishing,9.99,merriam-webster s dictionary ( win/mac ) ( jewel case ) ( 10462 ),,9.59
4269,4269,1,mcafee total protection 2007 3 users,mcafee,99.99,mcafee inc total protection 2007 3-user,,92.51
4270,4270,0,window washer,webroot-software-inc,,webroot ( r ) window washer ( tm ) 5.0,,28.99
4271,4271,0,punch ! 5 in 1 home design,punch ! software,39.99,punch software 26100 punch ! master landscape and home design ( small box ),punch software,45.99
4272,4272,0,the printshop 20 professional publisher,broderbund,69.99,10731 the print shop 22 pro publisher deluxe complete package 1 user win,,84.13
4273,4273,0,adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe creative suite 3 ( cs3 ) design premium upgrade mac,,569.97
4274,4274,1,railroad tycoon 3 ( mac ),macsoft,19.99,destineer railroad tycoon 3,,21.99
4275,4275,0,punch ! professional home design suite,punch ! software,69.99,punch software 26100 punch ! master landscape and home design ( small box ),punch software,45.99
4276,4276,0,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe creative suite 3 ( cs3 ) web standard 3 windows upsell from dreamweaver or flash,,799.0
4277,4277,0,the print shop 22 sb cs by the print shop,encore software,,the printshop 20,,19.9
4278,4278,0,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,windows sbs premium 2003 r2 upgrade cd/dvd 5clt microsoft t75-01256,,531.25
4279,4279,0,crystal 3d impact ! pro 1.25 ( jewel case ),crystalgraphics,79.0,total 3d home deluxe ( jewel case ) ( jce-th6 ),,9.59
4280,4280,0,punch ! home design architectura series 18,punch ! software,129.99,punch software 20100 punch ! home design complete product architectural 1 user complete productcomplete productstandard english pc,,36.97
4281,4281,0,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,adobe creative suite 3 web standard complete package academic cd mac,,369.0
4282,4282,0,norton internet security 2008 10 user,symantec,199.99,kaspersky ( r ) internet security 6.0,,76.99
4283,4283,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft academic microsoft office project 2003 standard,,69.95
4284,4284,0,instant immersion spanish 2.0,topics entertainment,29.99,topics entertainment instant immersion german 2.0,,17.55
4285,4285,0,microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows xp professional edition ( upgrade ),,199.99
4286,4286,0,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,adobe contribute cs3 upgrade,,82.99
4287,4287,0,quicken legal business pro 2007,nolo press,79.99,quickbooks pro 2007 3 user,,409.52
4288,4288,1,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software,19.99,encore software 10118 adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,,17.97
4289,4289,0,microsoft upg win small business svr cal t74-01215 ),microsoft corporation,330.14,microsoft windows vista business full version,,249.95
4290,4290,0,apple garageband jam pack : symphony orchestra,apple,99.0,apple garageband jam pack : remix tools,,95.99
4291,4291,0,quicken 2007 for mac,intuit,69.95,quickbooks pro 2007 3 user,,409.52
4292,4292,0,hoyle board games,encore,9.99,freeverse software 4015 big bang board games,freeverse software,18.99
4293,4293,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft money 2007 premium ( pc ),,79.99
4294,4294,0,microsoft mappoint 2006 with gps,microsoft,349.0,microsoft ( r ) money 2007 premium,,69.99
4295,4295,0,1pk internet sec ste 2007 oem,ca oem,,symantec 10725608 norton internet security 2007 internet security 1 user ( s ) pc,,64.97
4296,4296,0,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,microsoft ( r ) office standard 2007,,399.99
4297,4297,0,hoyle casino 2007,encore,19.95,hoyle ( r ) card games 2007,,19.99
