Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released,id
Money Right ( feat . Rick Ross & Brisco ) [ Explicit ],Flo Rida,Mail On Sunday [ Explicit ],Rap & Hip-Hop,$ 1.29,2013 Warner Bros. . Records Inc.,3:17,"March 17 , 2008",270
The High Fells ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",271
Sound Of Letting Go ( Feat . Chris Willis ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:47,"August 21 , 2009",272
What I did for Love ( feat . Emeli SandÌ © ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:27,"November 24 , 2014",273
My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015",274
Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",275
Kama Sutra ( feat . Kid Ink ),Jason Derulo,Talk Dirty [ Clean ],Pop,$ 1.29,2014 Warner Bros. . Records Inc.,3:36,"September 10 , 2013",276
Rewind ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:36,"September 25 , 2015",277
Here s To The Good Times,Florida Georgia Line,Here s To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",278
Anything Goes,Florida Georgia Line,Anything Goes,Country,$ 1.29,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",3:38,"October 14 , 2014",279
45,Shinedown,Leave A Whisper,Rock,$ 1.29,2015 Mad Decent,4:09,"May 27 , 2003",280
Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008",281
We Found Love,David Guetta,Pop for Your Weekend [ Explicit ],"Dance & Electronic , House",$ 1.29,2012 Blue Drum Records,3:35,,282
My Wrecking Ball ( Live At Carnegie Hall / 11/17/2014 ),Ryan Adams,Live At Carnegie Hall [ Explicit ],Rock,$ 1.29,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,5:22,"April 21 , 2015",283
Rise ( feat . Skylar Grey ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:55,"November 24 , 2014",284
So Strong [ feat . Chasing Grace ],Naughty Boy,Hotel Cabana ( Deluxe Version ) [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:36,"May 6 , 2014",285
Night Of Your Life ( Feat . Jennifer Hudson ),David Guetta,Nothing But The Beat,Dance & Electronic,$ 1.29,2009 Andy Henningsen,3:42,"August 26 , 2011",286
Nothin  On You [ Feat . Bruno Mars ],David Guetta,Pop Love,"Dance & Electronic , House",$ 1.29,2012 Blue Drum Records,3:25,,287
For My Team ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:28,"September 25 , 2015",288
One Love ( Feat . Estelle ; Continuous Mix Version ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:42,"August 21 , 2009",289
Over My Dead Body [ Clean ],Drake,Take Care ( Deluxe Edition ),Rap & Hip-Hop,$ 1.29,( C ) 2012 Cash Money Records Inc.,4:32,"March 20 , 2012",290
You & Me [ feat . Eliza Doolittle ],Disclosure,Settle,"Electronica , Dance & Electronic",$ 1.29,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",4:27,"June 11 , 2013",291
Roll ( feat . Sean Kingston ) [ Clean ],Flo Rida,Mail On Sunday [ Clean ],"Rap & Hip-Hop , Southern Rap , Pop Rap",$ 1.29,2013 Warner Bros. . Records Inc.,3:59,"March 18 , 2008",292
Papercut [ feat . Troye Sivan ],Zedd,True Colors,Dance & Electronic,$ 1.29,( C ) 2015 Interscope Records,7:23,"May 18 , 2015",293
Top Floor ( Cabana ) [ feat . Ed Sheeran ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,2:09,"May 6 , 2014",294
Outversion,Mark Ronson,Version [ Explicit ],Pop,$ 0.99,( c ) 2011 Jadore Records,1:50,"July 10 , 2007",295
Sweet Spot ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Dance & Electronic , Rap & Hip-Hop , House",$ 1.29,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",3:48,"June 22 , 2012",296
Ready for the Weekend ( Album Version ),Calvin Harris,Ready For The Weekend,Dance & Electronic,$ 1.29,"( C ) 1994 UMG Recordings , Inc.",3:38,"July 23 , 2013",297
Heroes ( Live Acoustic From Kansas City ),Shinedown,Somewhere In The Stratosphere,Rock,$ 1.29,( C ) 2005 MCA Nashville,8:09,"April 18 , 2011",298
Without You ( Feat . Usher ),David Guetta,Nothing But The Beat,Dance & Electronic,$ 1.29,2009 Andy Henningsen,3:28,"August 26 , 2011",299
Illusion [ feat . Echosmith ],Zedd,True Colors,Dance & Electronic,$ 1.29,( C ) 2015 Interscope Records,6:25,"May 18 , 2015",300
Firecracker ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ],Ryan Adams,Live At Carnegie Hall [ Explicit ],Rock,$ 1.29,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,4:02,"April 21 , 2015",301
I Know [ feat . Wiz Khalifa ] [ Explicit ],Diddy - Dirty Money,Last Train To Paris [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2010 Bad Boy/Interscope Records,4:31,"December 14 , 2010",302
My Armor Is Iron,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,5:16,"December 10 , 2013",303
Kill Everybody ( Bare Noize Remix ),Skrillex,Scary Monsters And Nice Sprites EP [ Explicit ],"Electronica , Dance & Electronic , Dubstep",$ 1.29,( c ) 2013 Digitop Ltd,4:41,"December 21 , 2010",304
Stranger Inside,Shinedown,Leave A Whisper,Rock,$ 1.29,2015 Mad Decent,4:01,"May 27 , 2003",305
Lights ( Single Version ),Ellie Goulding,Lights ( Amazon Exclusive Version ) [ + Digital Booklet ],Pop,$ 1.29,( C ) 2011 Polydor Ltd. ( UK ),3:32,"March 8 , 2011",306
I d Love To Change Your Name,Kenny Chesney,In My Wildest Dreams,Country,$ 0.99,( p ) Moda Black,2:48,"July 27 , 2004",307
First Show ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,0:11,"June 30 , 2015",308
Rather Be ( feat . Jess Glynne ),Clean Bandit,New Eyes,"Electronica , Dance & Electronic",$ 1.29,( C ) 2005 Rebel Records Llc,3:47,"June 2 , 2014",309
Your Side Of Town,Maddie & Tae,Start Here,Country,$ 1.29,"( C ) 2015 Republic Records , a Division of UMG Recordings , Inc. ( Dot Records )",3:02,"August 28 , 2015",310
Brave Honest Beautiful,Fifth Harmony,Reflection ( Deluxe ),Pop,$ 1.29,"( C ) 2012 Big Machine Records , LLC .",3:28,"January 30 , 2015",311
Good Feeling ( Jaywalker Remix ),Flo Rida,Good Feeling ( Remixes ),Dance & Electronic,$ 1.29,( C ) 2009 MPL Tours Inc. under exclusive license to StarCon LLC d/b/a Hear MusicTM,4:51,"November 15 , 2011",312
You ( + Wiley ),Ed Sheeran,5,Pop,$ 1.29,Dub Police Records,3:21,"June 23 , 2014",313
Where Are ÌÏ Now ( with Justin Bieber ) [ Marshmello Remix ],Skrillex & Diplo,Where Are ÌÏ Now ( with Justin Bieber ) [ Remixes ],Dance & Electronic,$ 1.29,2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:26,"June 16 , 2015",314
Jugg ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:20,"September 25 , 2015",315
American Superstar ( feat . Lil Wayne ) [ Explicit ],Flo Rida,Mail On Sunday [ Explicit ],Rap & Hip-Hop,$ 1.29,2013 Warner Bros. . Records Inc.,3:42,"March 17 , 2008",316
This Is How We Roll [ feat . Luke Bryan ],Florida Georgia Line,Here s To The Good Times ... This Is How We Roll,Country,$ 1.29,"( C ) 2013 Big Machine Label Group , LLC",3:40,"November 25 , 2013",317
Yayo,Lana Del Rey,Born To Die - The Paradise Edition [ Explicit ],Alternative Rock,$ 1.29,( C ) 2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,3:57,"November 13 , 2012",318
This Is How We Roll ( Remix ) [ feat . Luke Bryan ],Florida Georgia Line,This Is How We Roll ( Remix ),Pop,$ 1.29,"( C ) 2014 Big Machine Label Group , LLC",3:27,"June 4 , 2014",319
You Gon na Fly,Keith Urban,Get Closer ( Deluxe Version ),Country,$ 1.29,( C ) 2011 Hit Red Records under exclusive license to Capitol Records Nashville,3:36,"February 22 , 2011",320
I Have Seen The Rain ( Featuring James T. Moore ) ( Main Version ),P!nk,I m Not Dead [ Explicit ],"Dance & Electronic , Pop , R&B",$ 0.99,"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",3:29,"April 4 , 2006",321
How Deep Is Your Love ( Chris Lake Remix ),Calvin Harris & Disciples,How Deep Is Your Love ( Remixes ),Dance & Electronic,$ 1.29,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",5:06,"August 7 , 2015",322
Latch [ feat . Sam Smith ],Disclosure,Settle,"Electronica , Dance & Electronic",$ 1.29,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",4:15,"June 11 , 2013",323
"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Club Killers Remix ]",David Guetta,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes EP ]",Dance & Electronic,$ 1.29,2015 Michelle Kelly,4:01,"May 12 , 2015",324
Keep It Goin  Louder ( Savage Skulls Remix ) [ Explicit ],Major Lazer,Keep It Goin  Louder ( Maxi Single ) [ Explicit ],"Electronica , Dance & Electronic",$ 0.99,"( C ) 2009 Downtown Music , LLC . Downtown Records is a trademark of Downtown Music , LLC .",5:03,"December 21 , 2009",325
In The Ayer ( feat . will.I.am ),Flo Rida,Mail On Sunday [ Clean ],"Rap & Hip-Hop , Southern Rap , Pop Rap",$ 1.29,2013 Warner Bros. . Records Inc.,3:40,"March 18 , 2008",326
Whateva ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:11,"September 25 , 2015",327
When Love Takes Over ( Feat . Kelly Rowland - Electro Extended ),David Guetta,When Love Takes Over ( feat . Kelly Rowland ),Dance & Electronic,$ 0.99,"( C ) 2015 The Valory Music Co. , LLC",8:20,"May 5 , 2009",328
On The Dancefloor ( Feat . Will I Am & Apl De Ap ; Continuous Mix Version ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:16,"August 21 , 2009",329
All Me [ feat . 2 Chainz ] [ Explicit ],Drake,Nothing Was The Same ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2013 Cash Money Records Inc.,4:30,"September 24 , 2013",330
Through the Ghost,Shinedown,The Studio Album Collection,Rock,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:01,"November 8 , 2013",331
Bad Blood,Taylor Swift,1989,Pop,$ 1.29,"( C ) 2014 Big Machine Records , LLC .",3:31,"October 27 , 2014",332
Lifted [ feat . Emeli SandÌ © ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:17,"May 6 , 2014",333
We Know,Fifth Harmony,Reflection,Pop,$ 1.29,"( C ) 2012 Big Machine Records , LLC .",2:57,"January 30 , 2015",334
Do nt Fail Me Now ( Live in Malmo Bonus Track ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,5:43,"July 2 , 2012",335
Spectrum [ feat . Matthew Koma ],Zedd,Clarity,Dance & Electronic,$ 1.29,( C ) 2012 Interscope Records,4:03,"October 9 , 2012",336
Are You Leaving With Him,Luke Bryan,Spring Break ... Checkin  Out,Country,$ 1.29,( C ) 2015 Capitol Records Nashville,3:24,"March 10 , 2015",337
Make It Bun Dem ( David Heartbreak Remix ),Skrillex & Damian Jr Gong  Marley,Make It Bun Dem After Hours EP,Dance & Electronic,$ 1.29,2015 RGK,3:29,"August 28 , 2012",338
Better Than Words,One Direction,Midnight Memories ( Deluxe ),Pop,$ 1.29,"( C ) 2014 Disney Enterprises , Inc.",3:28,"November 25 , 2013",339
Toyz N Da Hood ( Feat . Bootsy Collins ) [ Explicit ],Snoop Dogg,Doggumentary [ Explicit ],"Rap & Hip-Hop , West Coast",$ 1.29,"( C ) 2011 Capitol Records , LLC",2:40,"March 29 , 2011",340
See You Again,Elle King,Love Stuff,Alternative Rock,$ 1.29,( C ) 1996 The Island Def Jam Music Group,3:26,"February 13 , 2015",341
Pardon Me [ feat . Tanika ],Naughty Boy,Hotel Cabana ( Deluxe Version ) [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,2:50,"May 6 , 2014",342
Drunk in Love [ Explicit ],David Guetta,Pop for Your Weekend [ Explicit ],"Dance & Electronic , House",$ 1.29,2012 Blue Drum Records,5:23,,343
Fake,Shinedown,Us And Them,Rock,$ 1.29,2015 Real Sounds,4:01,"October 4 , 2005",344
When Love Takes Over ( Feat . Kelly Rowland ) [ Explicit ],David Guetta,One More Love [ Explicit ],Dance & Electronic,$ 1.29,"( C ) 2014 Lazy Hooks , LLC Under Exclusive License To Capitol Records , LLC",3:11,"November 24 , 2010",345
The Machines ( feat . Cevin Fisher ),"Mark Knight , Harry Romero , Chus & Ceballos",The Machines ( feat . Cevin Fisher ),"Electronica , Dance & Electronic , House",$ 1.29,Toolroom Productions,8:23,"June 22 , 2015",346
Live Those Songs ( Live ),Kenny Chesney,When The Sun Goes Down ( Deluxe Version ),Country,$ 0.99,2012 Pinecastle Records,4:09,"February 2 , 2004",347
Moving Mountains [ feat . Brendan Reilly ],Disclosure,Caracal ( Deluxe ),"Electronica , Dance & Electronic",$ 1.29,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",5:36,"September 25 , 2015",348
Jack Daniels and Jesus,Chase Rice,Ignite the Night ( Party Edition ) [ Explicit ],Country,$ 0.89,"( C ) 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",3:55,"August 19 , 2014",349
I Got ta Feeling ( Fmif Remix ) [ Edit ],David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:54,"August 21 , 2009",350
Path of Destruction,James Newton Howard,Maleficent ( Original Motion Picture Soundtrack ),Soundtracks,$ 1.29,"( C ) 2014 Disney Enterprises , Inc.",1:48,"May 27 , 2014",351
Second Chance,Disclosure,Settle,"Electronica , Dance & Electronic",$ 1.29,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",2:27,"June 11 , 2013",352
No Thang On Me ( Album Version ( Explicit ) ) [ feat . Bootsy Collins ] [ Explicit ],Snoop Dogg,R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ),"Gangsta & Hardcore , Rap & Hip-Hop",$ 0.99,( C ) 2004 Geffen Records,4:41,"November 16 , 2004",353
This Love ( Will Be Your Downfall ),Ellie Goulding,Lights,Pop,$ 1.29,( C ) 2011 Polydor Ltd. ( UK ),3:53,"March 8 , 2011",354
Show Me A Good ( Explicit ),Drake,Thank Me Later ( Explicit Version ) [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2010 Young Money Entertainment/Cash Money Records,3:30,"June 15 , 2010",355
Cowboy Boots,Macklemore & Ryan Lewis,The Heist [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Selena Garcia & Steven Gomez,4:17,"October 9 , 2012",356
Old Blue Chair,Kenny Chesney,When The Sun Goes Down ( Deluxe Version ),Country,$ 1.29,2012 Pinecastle Records,3:25,"February 2 , 2004",357
Repeat ( Feat . Jessie J ),David Guetta,Nothing But The Beat [ Clean ],Dance & Electronic,$ 1.29,2009 Andy Henningsen,3:26,"August 26 , 2011",358
Bumpin  The Night,Florida Georgia Line,Anything Goes,Country,$ 1.29,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",3:41,"October 14 , 2014",359
Thriller ( Live From Hammersmith Palais ),Fall Out Boy,Infinity On High - Deluxe Bonus EP,Alternative Rock,$ 0.99,( C ) 2007 The Island Def Jam Music Group,3:32,"November 20 , 2007",360
My Songs Know What You Did In The Dark ( Light Em Up ) ( 2 Chainz Remix ),Fall Out Boy,My Songs Know What You Did In The Dark ( Light Em Up ) ( 2 Chainz Remix ),Alternative Rock,$ 1.29,( C ) 2013 The Island Def Jam Music Group,3:30,"August 13 , 2013",361
Is It Love,P!nk,Ca nt Take Me Home,Pop,$ 0.99,"( C ) 2008 Concord Music Group , Inc.",3:38,"May 17 , 1999",362
Remark,Rachel Platten,Be Here,Pop,$ 0.99,"2014 Great Unknown , LLC",2:57,"April 26 , 2011",363
Scary Monsters And Nice Sprites ( Noisa Remix ),Skrillex,Scary Monsters And Nice Sprites EP [ Explicit ],"Electronica , Dance & Electronic , Dubstep",$ 1.29,( c ) 2013 Digitop Ltd,3:24,"December 21 , 2010",364
Her Name Is Alice ( Bonus Track ),Shinedown,The Sound Of Madness [ Explicit ] [ Deluxe ],Rock,$ 1.29,2005 Z Records,3:38,"June 24 , 2008",365
This,Carrie Underwood,Play On,Country,$ 1.29,"( P ) 2009 19 Recordings Limited , under exclusive license to Arista Nashville",3:52,"November 3 , 2009",366
Firecracker ( Live in Amsterdam ),Ryan Adams,Live After Deaf ( Amsterdam ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,3:17,"July 2 , 2012",367
Glasgow,David Guetta,Nothing But The Beat - The Electronic Album,Dance & Electronic,$ 0.99,2009 Andy Henningsen,5:13,"August 26 , 2011",368
Let It Go ( feat . Akon ) [ Explicit ],Wiz Khalifa,O.N.I.F.C. [ Explicit ],Rap & Hip-Hop,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:18,"December 4 , 2012",369
Take ÌÏ There ( feat . Kiesza ) [ Felix Cartal Remix ],Skrillex & Diplo,Take ÌÏ There ( feat . Kiesza ) [ Remixes ],Dance & Electronic,$ 1.29,2010 Robbins Entertainment LLC,4:22,"December 23 , 2014",370
How You Get The Girl ( Karaoke Version ),Taylor Swift,Taylor Swift Karaoke : 1989,Pop,$ 1.29,"( C ) 2014 Big Machine Records , LLC",4:05,"March 3 , 2015",371
Stars Come Out ( Dillon Francis Remix ),Zedd,Stars Come Out [ Dillon Francis Remix ],Dance & Electronic,$ 1.29,2012 Dim Mak Inc.,4:08,"May 20 , 2014",372
Elevator ( feat . Timbaland ),Flo Rida,Mail On Sunday [ Clean ],"Rap & Hip-Hop , Southern Rap , Pop Rap",$ 1.29,2013 Warner Bros. . Records Inc.,3:50,"March 18 , 2008",373
I Almost Do,Taylor Swift,Red,Country,$ 1.29,"( C ) 2012 Big Machine Records , LLC .",4:02,"October 30 , 2012",374
"Bard , a Man of Lake-town ( Extended Version )",Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:18,"December 10 , 2013",375
The A Team,Ed Sheeran,The A Team ( EP ),Pop,$ 1.29,Sam Hunt & David Kilgour / Bandit King Records,4:18,"December 6 , 2011",376
Fall in Love ( Remix ),Kenny Chesney,Greatest Hits,Country,$ 0.99,( C ) 2014 La industria Inc,2:37,"September 26 , 2000",377
"This Ai nt A Scene , It s An Arms Race ( Live From Hammersmith Palais )",Fall Out Boy,Infinity On High - Deluxe Bonus EP,Alternative Rock,$ 1.29,( C ) 2007 The Island Def Jam Music Group,3:23,"November 20 , 2007",378
Lovers on the Sun ( feat . Sam Martin ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:23,"November 24 , 2014",379
Fast Life ( Album Version ( Explicit ) ) [ feat . AX ] [ Explicit ],David Banner,Mississippi-The Album ( Explicit Version ),Pop,$ 0.99,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",4:52,"May 20 , 2003",380
Platinum ( ( Feat . R. Kelly ) [ Edited ] ),Snoop Dogg,Doggumentary [ Edited ],"Rap & Hip-Hop , West Coast",$ 1.29,"( C ) 2011 Capitol Records , LLC",4:29,"March 29 , 2011",381
Play Hard ( feat . Ne-Yo & Akon ) [ Albert Neve Remix ],David Guetta,Play Hard ( feat . Ne-Yo & Akon ) [ Remixes ],Dance & Electronic,$ 1.29,"2013 What A Music Ltd , Licence exclusive Parlophone Music France",6:52,"March 22 , 2013",382
Take ÌÏ There ( feat . Kiesza ),"Skrillex , Diplo",Skrillex and Diplo present Jack ÌÏ [ Explicit ],Dance & Electronic,$ 1.29,2012 Knight Skreams,3:30,"February 24 , 2015",383
Boom ( ( Feat . T-Pain ) [ Edited ] ),Snoop Dogg,Doggumentary [ Edited ],"Rap & Hip-Hop , West Coast",$ 1.29,"( C ) 2011 Capitol Records , LLC",3:50,"March 29 , 2011",384
Miracle ( The Live Room ),Shinedown,The Warner Sound Live Room EP,Rock,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:35,"May 28 , 2013",385
Happily,One Direction,Midnight Memories,Pop,$ 1.29,"( C ) 2014 Disney Enterprises , Inc.",2:55,"November 25 , 2013",386
Rewind ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:36,"September 25 , 2015",387
No Love [ feat . Lil Wayne ] [ Explicit ],Eminem,Recovery ( Amazon Version ) [ Explicit ] [ + video ] [ + digital booklet ],"Gangsta & Hardcore , Rap & Hip-Hop",$ 1.29,( C ) 2010 Aftermath Records,4:59,"June 21 , 2010",388
Fly ( Explicit ) [ feat . Jazze Pha ],David Banner,The Greatest Story Ever Told ( Explicit Version ),Rap & Hip-Hop,$ 0.99,"( C ) 2012 Universal Republic Records , a division of UMG Recordings , Inc.",3:10,"July 15 , 2008",389
Beautiful Now ( Marshmello Remix ) [ feat . Jon Bellion ],Zedd,Beautiful Now ( Remixes ),Dance & Electronic,$ 1.29,( C ) 2015 Interscope Records,3:16,"July 10 , 2015",390
Memories ( Feat . Kid Cudi ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:30,"August 21 , 2009",391
Jah No Partial ( feat . Flux Pavilion ),Major Lazer,Free the Universe,Dance & Electronic,$ 1.29,2013 Secretly Canadian / Mad Decent,4:12,"April 16 , 2013",392
Tequila Loves Me,Kenny Chesney,The Road And The Radio,Country,$ 0.99,Toolroom Productions,4:06,"November 7 , 2005",393
Crossroads ( Album Version ( Edited ) ) [ feat . Grout ] [ Clean ],David Banner,Certified ( Edited Version ),Rap & Hip-Hop,$ 0.99,"( C ) 2014 Island Records , a division of UMG Recordings , Inc.",3:45,"September 20 , 2005",394
Sexy Bitch ( Feat . Akon ; Explicit ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:15,"August 21 , 2009",395
Without You ( feat . Usher ),David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:28,"August 26 , 2011",396
How Deep Is Your Love ( Disciples & Unorthodox Remix ),Calvin Harris & Disciples,How Deep Is Your Love ( Remixes ),Dance & Electronic,$ 1.29,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",6:04,"August 7 , 2015",397
Burning Down The House ( Live ),Walk the Moon,Tightrope EP,Alternative Rock,$ 1.29,"( C ) 2012 The Weeknd XO , Inc.",3:51,"January 18 , 2013",398
Be Together ( feat . Wild Belle ),Major Lazer,Peace Is The Mission [ Explicit ],Dance & Electronic,$ 1.29,2015 Mad Decent,3:53,"June 1 , 2015",399
Nothing Really Matters ( feat . will.i.am ) [ Explicit ],David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:39,"August 26 , 2011",400
Let Us Worship Him,Yolanda Adams,The Best Of Yolanda Adams,"Gospel , Christian",$ 0.99,( C ) 2004 Universal International Music BV,3:37,"January 1 , 1990",401
Electric Chapel ( Two Door Cinema Club Remix ),Lady Gaga,Born This Way - The Remix,Pop,$ 1.29,( C ) 2011 Interscope Records,3:59,"November 21 , 2011",402
Te Busque ( Full Spanish Version ) [ feat . Juanes ],Nelly Furtado,Loose ( US version ),Pop,$ 1.29,( C ) 2006 Geffen Records,3:38,"June 20 , 2006",403
Ease My Mind ( feat . Niki and the Dove ) [ GTA Remix ],Skrillex,Ease My Mind v Ragga Bomb Remixes,"Dance & Electronic , Dubstep",$ 1.29,"2014 OWSLA/Big Beat Records , Inc. for the United States and WEA International Inc. for the world outside of the United States .",4:41,"November 24 , 2014",404
So Trill ( Album Version ( Explicit ) ) [ Explicit ],David Banner,Mississippi-The Album ( Explicit Version ),Pop,$ 0.99,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",3:15,"May 20 , 2003",405
Dirty Rain ( Live in Cork ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,4:24,"July 2 , 2012",406
Light Up ( Explicit ) [ feat . JAY-Z ],Drake,Thank Me Later ( Explicit Version ) [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2010 Young Money Entertainment/Cash Money Records,4:34,"June 15 , 2010",407
