title,authors,venue,year,id
view maintenance in mobile computing,"ouri wolfson , prasad sistla , son dao , kailash narayanan , ramya raj",acm sigmod record,1995,1149
2q : a low overhead high performance buffer management replacement algorithm,"theodore johnson , dennis shasha",very large data bases,1994,1150
efficient maintenance of materialized mediated views,"james j. lu , guido moerkotte , joachim schue , v. s. subrahmanian",international conference on management of data,1995,1151
information management for genome level bioinformatics,"norman w. paton , carole a. goble",very large data bases,2001,1152
discovery of multiple-level association rules from large databases,"jiawei han , yongjian fu",very large data bases,1995,1153
skew handling techniques in sort-merge join,"wei li , dengfeng gao , richard thomas snodgrass",international conference on management of data,2002,1154
online dynamic reordering,"vijayshankar raman , bhaskaran raman , joseph m. hellerstein",the vldb journal -- the international journal on very large data bases,2000,1155
handling very large databases with informix extended parallel server,andreas weininger,international conference on management of data,2000,1156
ajax : an extensible data cleaning tool,"helena galhardas , daniela florescu , dennis shasha , eric simon",international conference on management of data,2000,1157
in-memory data management for consumer transactions the timesten approach,corporate timesten team,international conference on management of data,1999,1158
xmas : an extensible main-memory storage system for high-performance applications,"jang ho park , yong sik kwon , ki hong kim , sang ho lee , byoung dae park , sang kyun cha",international conference on management of data,1998,1159
"improving business process quality through exception understanding , prediction , and prevention","daniela grigori , fabio casati , umeshwar dayal , ming-chien shan",very large data bases,2001,1160
genesys : a system for efficient spatial query processing,"thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",international conference on management of data,1994,1161
"optimizing relational queries in connection hypergraphs : nested queries , views , and binding propagations",jia liang han,the vldb journal -- the international journal on very large data bases,1998,1162
a probabilistic relational model and algebra,"debabrata dey , sumit sarkar",acm transactions on database systems ( tods ),1996,1163
graphical interaction with heterogeneous databases,"t. catarci , g. santucci , j. cardiff",the vldb journal -- the international journal on very large data bases,1997,1164
estimating alphanumeric selectivity in the presence of wildcards,"p. krishnan , jeffrey scott vitter , bala iyer",international conference on management of data,1996,1165
data manager for evolvable real-time command and control systems,"eric hughes , roman ginis , bhavani m. thuraisingham , peter c. krupp , john a. maurer",very large data bases,1997,1166
visual coko : a debugger for query optimizer development,"daniel j. abadi , mitch cherniack",international conference on management of data,2002,1167
a monte carlo algorithm for fast projective clustering,"cecilia m. procopiuc , michael jones , pankaj k. agarwal , t. m. murali",international conference on management of data,2002,1168
hd-eye : visual clustering of high dimensional data,"alexander hinneburg , daniel a. keim , markus wawryniuk",international conference on management of data,2002,1169
supporting efficient multimedia database exploration,"wen-syan li , k.sel &#231; uk candan , kyoji hirata , yoshinori hara",the vldb journal -- the international journal on very large data bases,2001,1170
efficient evaluation of xml middle-ware queries,"mary fernandez , atsuyuki morishima , dan suciu",international conference on management of data,2001,1171
shrinking the warehouse update window,"wilburt juan labio , ramana yerneni , hector garcia-molina",international conference on management of data,1999,1172
information warfare and security,h. v. jagadish,acm sigmod record,2001,1173
"industrial panel on data warehousing technologies : experiences , challenges , and directions",umeshwar dayal,very large data bases,1999,1174
databases for networks,h. v. jagadish,international conference on management of data,1994,1175
d ( k ) - index : an adaptive structural summary for graph-structured data,"qun chen , andrew lim , kian win ong",international conference on management of data,2003,1176
implementing crash recovery in quickstore : a performance study,"seth j. white , david j. dewitt",international conference on management of data,1995,1177
temporal fds on complex objects,jef wijsen,acm transactions on database systems ( tods ),1999,1178
toward autonomic computing with db2 universal database,"sam s. lightstone , guy lohman , danny zilio",acm sigmod record,2002,1179
improving access to environmental data using context information,"anthony tomasic , eric simon",acm sigmod record,1997,1180
eager aggregation and lazy aggregation,"weipeng p. yan , per - &#197; ke larson",very large data bases,1995,1181
iterative spatial join,"edwin h. jacox , hanan samet",acm transactions on database systems ( tods ),2003,1182
"object-oriented , rapid application development in a pc database environment",corporate fox development team microsoft,international conference on management of data,1995,1183
supporting multiple view maintenance policies,"latha s. colby , akira kawaguchi , daniel f. lieuwen , inderpal singh mumick , kenneth a. ross",international conference on management of data,1997,1184
indexing and querying xml data for regular path expressions,"quanzhong li , bongki moon",very large data bases,2001,1185
"storhouse metanoia - new applications for database , storage & ; data warehousing","felipe cari &#241; o , jr. , pekka kostamaa , art kaufmann , john burgess",international conference on management of data,2001,1186
integrating dynamically-fetched external information into a dbms for semistructured data,"jason mchugh , jennifer widom",acm sigmod record,1997,1187
efficient and effective metasearch for text databases incorporating linkages among documents,"clement yu , weiyi meng , wensheng wu , king-lup liu",international conference on management of data,2001,1188
gigascope : a stream database for network applications,"chuck cranor , theodore johnson , oliver spataschek , vladislav shkapenyuk",international conference on management of data,2003,1189
a super scalar sort algorithm for risc processors,ramesh c. agarwal,international conference on management of data,1996,1190
adaptive parallel aggregation algorithms,"ambuj shatdal , jeffrey f. naughton",international conference on management of data,1995,1191
cubetree : organization of and bulk incremental updates on the data cube,"nick roussopoulos , yannis kotidis , mema roussopoulos",international conference on management of data,1997,1192
a database interface for file update,"serge abiteboul , sophie cluet , tova milo",international conference on management of data,1995,1193
combining fuzzy information : an overview,ronald fagin,acm sigmod record,2002,1194
an authorization system for digital libraries,"e. ferrari , n.r. adam , v. atluri , e. bertino , u. capuozzo",the vldb journal -- the international journal on very large data bases,2002,1195
"self-adaptive , on-line reclustering of complex object data","william j. mciver , jr. , roger king",international conference on management of data,1994,1196
an optimal and progressive algorithm for skyline queries,"dimitris papadias , yufei tao , greg fu , bernhard seeger",international conference on management of data,2003,1197
index-driven similarity search in metric spaces,"gisli r. hjaltason , hanan samet",acm transactions on database systems ( tods ),2003,1198
the xxl search engine : ranked retrieval of xml data using indexes and ontologies,"anja theobald , gerhard weikum",international conference on management of data,2002,1199
exploiting statistics on query expressions for optimization,"nicolas bruno , surajit chaudhuri",international conference on management of data,2002,1200
query optimization by predicate move-around,"alon y. levy , inderpal singh mumick , yehoshua sagiv",very large data bases,1994,1201
lifestreams : a storage model for personal data,"eric freeman , david gelernter",acm sigmod record,1996,1202
new partnership with acm and update on the journal,m. tamer &#214; zsu,the vldb journal -- the international journal on very large data bases,2003,1203
informix online xps,bob gerber,international conference on management of data,1995,1204
are quorums an alternative for data replication ?,"ricardo jim &#233; nez-peris , m. pati &#241; o-mart &#237; nez , gustavo alonso , bettina kemme",acm transactions on database systems ( tods ),2003,1205
a sequential pattern query language for supporting instant data mining for e-services,"reza sadri , carlo zaniolo , amir m. zarkesh , jafar adibi",very large data bases,2001,1206
software as a service : asp and asp aggregation,christoph bussler,international conference on management of data,2002,1207
an empirical performance study of the ingres search accelerator for a large property management database system,"sarabjot s. anand , david a. bell , john g. hughes",very large data bases,1994,1208
the database group at university of hagen,"gunter schlageter , thomas berkel , eberhard heuel , silke mittrach , andreas scherer , wolfgang wilkes",acm sigmod record,1995,1209
incremental computation of nested relational query expressions,"lars baekgaard , leo mark",acm transactions on database systems ( tods ),1995,1210
dynamic buffer allocation in video-on-demand systems,"sang-ho lee , kyu-young whang , yang-sae moon , il-yeol song",international conference on management of data,2001,1211
"the hb $ ^ \ \ pi $ - tree : a multi-attribute index supporting concurrency , recovery and node consolidation","georgios evangelidis , david lomet , betty salzberg",the vldb journal -- the international journal on very large data bases,1997,1212
online scaling in a highly available database,"svein erik bratsberg , rune humborstad",very large data bases,2001,1213
xmdvtool : visual interactive data exploration and trend discovery of high-dimensional data sets,"elke a. rundensteiner , matthew o. ward , jing yang , punit r. doshi",international conference on management of data,2002,1214
xpress : a queriable compression for xml data,"jun-ki min , myung-jae park , chin-wan chung",international conference on management of data,2003,1215
determining text databases to search in the internet,"weiyi meng , king-lup liu , clement t. yu , xiaodong wang , yuhsi chang , naphtali rishe",very large data bases,1998,1216
koda - the architecture and interface of a data model independent kernel,"gopalan arun , ashok joshi",very large data bases,1998,1217
the oasis multidatabase prototype,"mark roantree , john murphy , wilhelm hasselbring",acm sigmod record,1999,1218
fast incremental indexing for full-text information retrieval,"eric w. brown , james p. callan , w. bruce croft",very large data bases,1994,1219
a framework for information visualisation,"jessie b. kennedy , kenneth j. mitchell , peter j. barclay",acm sigmod record,1996,1220
tsql2 language specification,"richard thomas snodgrass , ilsoo ahn , gadi ariav , don batory , james clifford , curtis e. dyreson , ramez elmasri , fabio grandi , christian s. jensen , wolfgang k &#228; fer , nick kline , krishna kulkarni , t. y. cliff leung , nikos lorentzos , john f. roddick , arie segev , michael d. soo , suryanarayana m. sripada",acm sigmod record,1994,1221
what happens during a join ? dissecting cpu and memory optimization effects,"stefan manegold , peter a. boncz , martin l. kersten",very large data bases,2000,1222
visual web information extraction with lixto,"robert baumgartner , sergio flesca , georg gottlob",very large data bases,2001,1223
a scalable hash ripple join algorithm,"gang luo , curt j. ellmann , peter j. haas , jeffrey f. naughton",international conference on management of data,2002,1224
mining needle in a haystack : classifying rare classes via two-phase rule induction,"mahesh v. joshi , ramesh c. agarwal , vipin kumar",international conference on management of data,2001,1225
special issue on data mining for intrusion detection and threat analysis,daniel barbar &#225;,acm sigmod record,2001,1226
data replication for mobile computers,"yixiu huang , prasad sistla , ouri wolfson",international conference on management of data,1994,1227
c2p : clustering based on closest pairs,"alexandros nanopoulos , yannis theodoridis , yannis manolopoulos",very large data bases,2001,1228
cache-conscious concurrency control of main-memory indexes on shared-memory multiprocessor systems,"sang k. cha , sangyong hwang , kihong kim , keunjoo kwon",very large data bases,2001,1229
review : a real-time virtual walkthrough system,"l. shou , c. h. chionh , z. huang , y. ruan , kian-lee tan",international conference on management of data,2001,1230
sensor : the atomic computing particle,vijay kumar,acm sigmod record,2003,1231
facilitating multimedia database exploration through visual interfaces and perpetual query reformulations,"wen-syan li , k. sel &#231; uk candan , kyoji hirata , yoshinori hara",very large data bases,1997,1232
benchmarking queries over trees : learning the hard truth the hard way,"fanny wattez , sophie cluet , v &#233; ronique benzaken , guy ferran , christian fiegel",international conference on management of data,2000,1233
logical logging to extend recovery to new domains,"david lomet , mark tuttle",international conference on management of data,1999,1234
cmvf : a novel dimension reduction scheme for efficient indexing in a large image database,"jialie shen , anne h. h. ngu , john shepherd , du q. huynh , quan z. sheng",international conference on management of data,2003,1235
quickstore : a high performance mapped object store,"seth j. white , david j. dewitt",the vldb journal -- the international journal on very large data bases,1995,1236
industry perspective,len seligman,acm sigmod record,2002,1237
implementing database operations using simd instructions,"jingren zhou , kenneth a. ross",international conference on management of data,2002,1238
special issue on prototypes of deductive database systems,k. ramamohanarao,the vldb journal -- the international journal on very large data bases,1994,1239
an extension of the relational data model to incorporate ordered domains,wilfred ng,acm transactions on database systems ( tods ),2001,1240
maximizing buffer and disk utilizations for news on-demand,"raymond t. ng , jinhai yang",very large data bases,1994,1241
integration approaches for cim,moira c. norrie,international conference on management of data,1995,1242
cubeexplorer : online exploration of data cubes,"jiawei han , jianyong wang , guozhu dong , jian pei , ke wang",international conference on management of data,2002,1243
on-line warehouse view maintenance,"dallan quass , jennifer widom",international conference on management of data,1997,1244
the query by image content ( qbic ) system,"jonathan ashley , myron flickner , james hafner , denis lee , wayne niblack , dragutin petkovic",international conference on management of data,1995,1245
storing semistructured data with stored,"alin deutsch , mary fernandez , dan suciu",international conference on management of data,1999,1246
predictive dynamic load balancing of parallel and distributed rule and query processing,"hasanat m. dewan , salvatore j. stolfo , mauricio hern &#225; ndez , jae-jun hwang",international conference on management of data,1994,1247
cover your assets,michael a. olson,international conference on management of data,1995,1248
finding generalized projected clusters in high dimensional spaces,"charu c. aggarwal , philip s. yu",international conference on management of data,2000,1249
an access control model supporting periodicity constraints and temporal reasoning,"elisa bertino , claudio bettini , elena ferrari , pierangela samarati",acm transactions on database systems ( tods ),1998,1250
supersql : an extended sql for database publishing and presentation,motomichi toyama,international conference on management of data,1998,1251
electronic commerce : tutorial,"nabil r. adam , yelena yesha",international conference on management of data,1998,1252
leveraging the information asset,janet perna,international conference on management of data,1995,1253
performance of future database systems : bottlenecks and bonananzas,chaitanya k. baru,very large data bases,1996,1254
predator : an or-dbms with enhanced data types,"praveen seshadri , mark paskin",international conference on management of data,1997,1255
query flocks : a generalization of association-rule mining,"dick tsur , jeffrey d. ullman , serge abiteboul , chris clifton , rajeev motwani , svetlozar nestorov , arnon rosenthal",international conference on management of data,1998,1256
a new method for similarity indexing of market basket data,"charu c. aggarwal , joel l. wolf , philip s. yu",international conference on management of data,1999,1257
semantic integration of environmental models for application to global information systems and decision-making,d. scott mackay,acm sigmod record,1999,1258
temporal integrity constraints with indeterminacy,"wes cowley , dimitris plexousakis",very large data bases,2000,1259
plan-per-tuple optimization solution - parallel execution of expensive user-defined functions,"felipe cari &#241; o , william oconnell",very large data bases,1998,1260
join queries with external text sources : execution and optimization techniques,"surajit chaudhuri , umeshwar dayal , tak w. yan",international conference on management of data,1995,1261
toxgene : a template-based data generator for xml,"denilson barbosa , alberto mendelzon , john keenleyside , kelly lyons",international conference on management of data,2002,1262
securing xml documents : the author-x project demonstration,"elisa bertino , silvana castano , elena ferrari",international conference on management of data,2001,1263
xperanto : middleware for publishing object-relational data as xml documents,"michael j. carey , jerry kiernan , jayavel shanmugasundaram , eugene j. shekita , subbu n. subramanian",very large data bases,2000,1264
standards for databases on the grid,"susan malaika , andrew eisenberg , jim melton",acm sigmod record,2003,1265
a layered architecture for querying dynamic web content,"hasan davulcu , juliana freire , michael kifer , i. v. ramakrishnan",international conference on management of data,1999,1266
the cubetree storage organization,"nick roussopoulos , yannis kotidis",very large data bases,1998,1267
index structures for selective dissemination of information under the boolean model,"tak w. yan , h &#233; ctor garc &#237; a-molina",acm transactions on database systems ( tods ),1994,1268
multigranularity locking in multiple job classes transaction processing system,"shan-hoi ng , sheung-lun hung",acm sigmod record,1995,1269
the whips prototype for data warehouse creation and maintenance,"wilburt j. labio , yue zhuge , janet l. wiener , himanshu gupta , h &#233; ctor garc &#237; a-molina , jennifer widom",international conference on management of data,1997,1270
applying formal methods to semantic-based decomposition of transactions,"paul ammann , sushil jajodia , indrakshi ray",acm transactions on database systems ( tods ),1997,1271
hierarchical prefix cubes for range-sum queries,"chee yong chan , yannis e. ioannidis",very large data bases,1999,1272
efficient numerical error bounding for replicated network services,"haifeng yu , amin vahdat",very large data bases,2000,1273
semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution,"goksel aslan , dennis mcleod",the vldb journal -- the international journal on very large data bases,1999,1274
contorting high dimensional data for efficient main memory knn processing,"bin cui , beng chin ooi , jianwen su , kian-lee tan",international conference on management of data,2003,1275
model-based information integration in a neuroscience mediator system,"bertram lud &#228; scher , amarnath gupta , maryann e. martone",very large data bases,2000,1276
ordered shared locks for real-time databases,"divyakant agrawal , amr el abbadi , richard jeffers , lijing lin",the vldb journal -- the international journal on very large data bases,1995,1277
transactional client-server cache consistency : alternatives and performance,"michael j. franklin , michael j. carey , miron livny",acm transactions on database systems ( tods ),1997,1278
feedbackbypass : a new approach to interactive similarity query processing,"ilaria bartolini , paolo ciaccia , florian waas",very large data bases,2001,1279
"review of ontologies : a silver bullet for knowledge management and electronic commerce by dieter fensel . springer-verlag , 2002 .",antonio badia,acm sigmod record,2002,1280
one-dimensional and multi-dimensional substring selectivity estimation,"h. v. jagadish , olga kapitskaia , raymond t. ng , divesh srivastava",the vldb journal -- the international journal on very large data bases,2000,1281
database research : achievements and opportunities into the 1st century,"avi silberschatz , mike stonebraker , jeff ullman",acm sigmod record,1996,1282
normalization in oodb design,byung s. lee,acm sigmod record,1995,1283
exploiting early sorting and early partitioning for decision support query processing,"j. claussen , a. kemper , d. kossmann , c. wiesner",the vldb journal -- the international journal on very large data bases,2000,1284
observations on the odmg-93 proposal for an object-oriented database language,won kim,acm sigmod record,1994,1285
"tpc-d-the challenges , issues and results",ramesh bhashyam,acm sigmod record,1996,1286
integrating symbolic images into a multimedia database system using classification and abstraction approaches,"aya soffer , hanan samet",the vldb journal -- the international journal on very large data bases,1998,1287
buffering and read-ahead strategies for external mergesort,"weiye zhang , per - &#197; ke larson",very large data bases,1998,1288
integrated document caching and prefetching in storage hierarchies based on markov-chain predictions,"achim kraiss , gerhard weikum",the vldb journal -- the international journal on very large data bases,1998,1289
"preservation of digital data with self-validating , self-instantiating knowledge-based archives","bertram lud &#228; scher , richard marciano , reagan moore",acm sigmod record,2001,1290
on effective multi-dimensional indexing for strings,"h. v. jagadish , nick koudas , divesh srivastava",international conference on management of data,2000,1291
using quantitative information for efficient association rule generation,"b. p &#244; ssas , m. carvalho , r. resende , w. meita , jr.",acm sigmod record,2000,1292
cq : a personalized update monitoring toolkit,"ling liu , calton pu , wei tang , david buttler , john biggs , tong zhou , paul benninghoff , wei han , fenghua yu",international conference on management of data,1998,1293
"domains , relations and religious wars",r. camps,acm sigmod record,1996,1294
size separation spatial join,"nick koudas , kenneth c. sevcik",international conference on management of data,1997,1295
balancing histogram optimality and practicality for query result size estimation,"yannis e. ioannidis , viswanath poosala",international conference on management of data,1995,1296
theory of dependence values,rosa meo,acm transactions on database systems ( tods ),2000,1297
the cougar approach to in-network query processing in sensor networks,"yong yao , johannes gehrke",acm sigmod record,2002,1298
on relational support for xml publishing : beyond sorting and tagging,"surajit chaudhuri , raghav kaushik , jeffrey f. naughton",international conference on management of data,2003,1299
winnowing : local algorithms for document fingerprinting,"saul schleimer , daniel s. wilkerson , alex aiken",international conference on management of data,2003,1300
r-tree based indexing of now-relative bitemporal data,"rasa bliujute , christian s. jensen , simonas saltenis , giedrius slivinskas",very large data bases,1998,1301
recent design trade-offs in sql3,"nelson mattos , linda g. demichiel",acm sigmod record,1994,1302
"data management : lasting impact on wild , wild , web",reed m. meseck,international conference on management of data,2001,1303
using unknowns to prevent discovery of association rules,"y &#252; cel saygin , vassilios s. verykios , chris clifton",acm sigmod record,2001,1304
"the hbp-tree : a modified hb-tree supporting concurrency , recovery and node consolidation","georgios evangelidis , david b. lomet , betty salzberg",very large data bases,1995,1305
phoenix : making applications robust,"roger barga , david b. lomet",international conference on management of data,1999,1306
metadata in video databases,"ramesh jain , arun hampapur",acm sigmod record,1994,1307
an xml query engine for network-bound data,"zachary g. ives , a. y. halevy , d. s. weld",the vldb journal -- the international journal on very large data bases,2002,1308
objects and sql ( panel session ) : strange relations ?,donald r. deutsch,international conference on management of data,1995,1309
picodmbs : scaling down database techniques for the smartcard,"christophe bobineau , luc bouganim , philippe pucheral , patrick valduriez",very large data bases,2000,1310
mapping extended entity relationship model to object modeling technique,joseph fong,acm sigmod record,1995,1311
materialization : a powerful and ubiquitous abstraction pattern,"alain pirotte , esteban zim &#225; nyi , david massart , tatiana yakusheva",very large data bases,1994,1312
the mentor workbench for enterprise-wide workflow management,"dirk wodtke , jeanine weissenfels , gerhard weikum , angelika kotz dittrich , peter muth",international conference on management of data,1997,1313
transaction timestamping in ( temporal ) databases,"christian s. jensen , david b. lomet",very large data bases,2001,1314
concurrency and recovery in generalized search trees,"marcel kornacker , c. mohan , joseph m. hellerstein",international conference on management of data,1997,1315
workflow history management,"pinar koksal , sena nural arpinar , asuman dogac",acm sigmod record,1998,1316
content integration for e-business,"michael stonebraker , joseph m. hellerstein",international conference on management of data,2001,1317
winmagic : subquery elimination using window aggregation,"calisto zuzarte , hamid pirahesh , wenbin ma , qi cheng , linqi liu , kwai wong",international conference on management of data,2003,1318
pesto : an integrated query/browser for object databases,"michael j. carey , laura m. haas , vivekananda maganty , john h. williams",very large data bases,1996,1319
knowledge discovery in data warehouses,themistoklis palpanas,acm sigmod record,2000,1320
estimating page fetches for index scans with finite lru buffers,"arun swami , k. bernhard schiefer",international conference on management of data,1994,1321
spartan : a model-based semantic compression system for massive data tables,"shivnath babu , minos garofalakis , rajeev rastogi",international conference on management of data,2001,1322
t2 : a customizable parallel database for multi-dimensional data,"chialin chang , anurag acharya , alan sussman , joel saltz",acm sigmod record,1998,1323
infosleuth : agent-based semantic integration of information in open and dynamic environments,"r. j. bayardo , jr. , w. bohrer , r. brice , a. cichocki , j. fowler , a. helal , v. kashyap , t. ksiezyk , g. martin , m. nodine , m. rashid , m. rusinkiewicz , r. shea , c. unnikrishnan , a. unruh , d. woelk",international conference on management of data,1997,1324
enabling dynamic content caching for database-driven web sites,"k. sel &#231; uk candan , wen-syan li , qiong luo , wang-pin hsiung , divyakant agrawal",international conference on management of data,2001,1325
digital library services in mobile computing,"bharat bhargava , melliyal annamalai , evaggelia pitoura",acm sigmod record,1995,1326
design and implementation of rmp : a virtual electronic market place,"susanne boll , wolfgang klas , bernard battaglin",acm sigmod record,1998,1327
an asymptotically optimal multiversion b-tree,"bruno becker , stephan gschwind , thomas ohler , bernhard seeger , peter widmayer",the vldb journal -- the international journal on very large data bases,1996,1328
security of random data perturbation methods,"krishnamurty muralidhar , rathindra sarathy",acm transactions on database systems ( tods ),1999,1329
research issues for data communication in mobile ad-hoc network database systems,"leslie d. fife , le gruenwald",acm sigmod record,2003,1330
coalescing in temporal databases,"michael h. b &#246; hlen , richard thomas snodgrass , michael d. soo",very large data bases,1996,1331
outerjoins as disjunctions,c &#233; sar a. galindo-legaria,international conference on management of data,1994,1332
data model for extensible support of explicit relationships in design databases,"joan peckham , bonnie mackellar , michael doherty",the vldb journal -- the international journal on very large data bases,1995,1333
"research in databases and data-intensive applications : computer science dept. and fiz , university of karlsruhe","brigitta k &#246; nig-ries , peter c. lockermann",acm sigmod record,1997,1334
altruistic locking,"kenneth salem , h &#233; ctor garc &#237; a-molina , jeannie shands",acm transactions on database systems ( tods ),1994,1335
research in multi-organizational processes and semantic information brokering at the lsdis lab,"amit sheth , john miller , krys kochut , budak arpinar",acm sigmod record,2001,1336
oracle s symmetric replication technology and implications for application design,"dean daniels , lip boon doo , alan downing , curtis elsbernd , gary hallmark , sandeep jain , bob jenkins , peter lim , gordon smith , benny souder , jim stamos",international conference on management of data,1994,1337
online dynamic reordering for interactive data processing,"vijayshankar raman , bhaskaran raman , joseph m. hellerstein",very large data bases,1999,1338
a framework for expressing and combining preferences,"rakesh agrawal , edward l. wimmers",international conference on management of data,2000,1339
"set containment joins : the good , the bad and the ugly","karthikeyan ramasamy , jignesh m. patel , jeffrey f. naughton , raghav kaushik",very large data bases,2000,1340
efficient computation of iceberg cubes with complex measures,"jiawei han , jian pei , guozhu dong , ke wang",international conference on management of data,2001,1341
nd-sql : a multi-dimensional language for interoperability and olap,"fr &#233; d &#233; ric gingras , laks v. s. lakshmanan",very large data bases,1998,1342
the effectiveness of gioss for the text database discovery problem,"luis gravano , h &#233; ctor garc &#237; a-molina , anthony tomasic",international conference on management of data,1994,1343
shoring up persistent applications,"michael j. carey , david j. dewitt , michael j. franklin , nancy e. hall , mark l. mcauliffe , jeffrey f. naughton , daniel t. schuh , marvin h. solomon , c. k. tan , odysseas g. tsatalos , seth j. white , michael j. zwilling",international conference on management of data,1994,1344
using sets of feature vectors for similarity search on voxelized cad objects,"hans-peter kriegel , stefan brecheisen , peer kr &#246; ger , martin pfeifle , matthias schubert",international conference on management of data,2003,1345
netcube : a scalable tool for fast data mining and compression,"dimitris margaritis , christos faloutsos , sebastian thrun",very large data bases,2001,1346
a language for manipulating arrays,"arunprasad p. marathe , kenneth salem",very large data bases,1997,1347
efficient similarity search and classification via rank aggregation,"ronald fagin , ravi kumar , d. sivakumar",international conference on management of data,2003,1348
efficiently supporting ad hoc queries in large datasets of time sequences,"flip korn , h. v. jagadish , christos faloutsos",international conference on management of data,1997,1349
querying and mining data streams : you only get one look a tutorial,"minos garofalakis , johannes gehrke , rajeev rastogi",international conference on management of data,2002,1350
daytona and the foruth-generation language cymbal,rick greer,international conference on management of data,1999,1351
report on isdo  00 : the caise * 00 workshop on infrastructures for dynamic business-to-business service outsourcing,"heiko ludwig , paul grefen",acm sigmod record,2000,1352
querying a multilevel database : a logical analysis,fr &#233; d &#233; ric cuppens,very large data bases,1996,1353
persistent threads,"florian matthes , joachim w. schmidt",very large data bases,1994,1354
bluetooth-based sensor networks,"philippe bonnet , allan beaufour , mads bondo dydensborg , martin leopold",acm sigmod record,2003,1355
a research status report on adaptation for mobile data access,"brian d. noble , m. satyanarayanan",acm sigmod record,1995,1356
distributed hypertext resource discovery through examples,"soumen chakrabarti , martin van den berg , byron dom",very large data bases,1999,1357
efficient transparent application recovery in client-server information systems,"david lomet , gerhard weikum",international conference on management of data,1998,1358
neurorule : a connectionist approach to data mining,"hongjun lu , rudy setiono , huan liu",very large data bases,1995,1359
semantic caching of web queries,"boris chidlovskii , uwe m. borghoff",the vldb journal -- the international journal on very large data bases,2000,1360
rainbow : distributed database system for classroom education and experimental research,"abdelsalam helal , hua li",very large data bases,2000,1361
erratum-a database model for object dynamics,"m. p. papazoglou , b. j. kr &#228; mer",the vldb journal -- the international journal on very large data bases,1997,1362
the design and performance evaluation of alternative xml storage strategies,"feng tian , david j. dewitt , jianjun chen , chun zhang",acm sigmod record,2002,1363
is gui programming a database research problem ?,"nita goyal , charles hoch , ravi krishnamurthy , brian meckler , michael suckow",international conference on management of data,1996,1364
probabilistic object bases,"thomas eiter , james j. lu , thomas lukasiewicz , v. s. subrahmanian",acm transactions on database systems ( tods ),2001,1365
user-cognizant multidimensional analysis,sunita sarawagi,the vldb journal -- the international journal on very large data bases,2001,1366
datablitz storage manager : main-memory database performance for critical applications,"j. baulier , p. bohannon , s. gogate , c. gupta , s. haldar",international conference on management of data,1999,1367
new standard for stored procedures in sql,andrew eisenberg,acm sigmod record,1996,1368
active views for electronic commerce,"serge abiteboul , bernd amann , sophie cluet , adi eyal , laurent mignet , tova milo",very large data bases,1999,1369
asera : extranet architecture for b2b solutions,anil nori,very large data bases,2000,1370
oracle rdb s record caching model,"richard anderson , gopalan arun , richard frank",international conference on management of data,1998,1371
maintaining database consistency in presence of value dependencies in multidatabase systems,"claire morpain , mich &#233; le cart , jean ferri &#233; , jean-fran &#231; ois pons",international conference on management of data,1996,1372
italian electronic identity card - principle and architecture,mario gentili,very large data bases,2001,1373
towards on-line analytical mining in large databases,jiawei han,acm sigmod record,1998,1374
versant replication : supporting fault-tolerant object databases,"yuh-ming shyy , h. stephen au-yeung , c. p. chou",international conference on management of data,1995,1375
designing an ultra highly available dbms ( tutorial session ),"svein erik bratsberg , &#216; ystein torbj &#248; rnsen",international conference on management of data,2000,1376
discovering internet marketing intelligence through online analytical web usage mining,"alex g. b &#252; chner , maurice d. mulvenna",acm sigmod record,1998,1377
www-udk : a web-based environmental meta-information system,"ralf kramer , ralf nicholai , arne koschel , claudia rolker , peter lockemann , andree keitel , rudolf legat , konrad tirm",acm sigmod record,1997,1378
a formal perspective on the view selection problem,"rada chirkova , alon y. halevy , dan suciu",the vldb journal -- the international journal on very large data bases,2002,1379
query by diagram : a graphical environment for querying databases,"tiziana catarci , giuseppe santucci",international conference on management of data,1994,1380
clustering by pattern similarity in large data sets,"haixun wang , wei wang , jiong yang , philip s. yu",international conference on management of data,2002,1381
serfing the web : web site management made easy,"elke a. rundensteiner , kajal t. claypool , li chen , hong su , keiji oenoki",international conference on management of data,2000,1382
idea : interactive data exploration and analysis,"peter g. selfridge , divesh srivastava , lynn o. wilson",international conference on management of data,1996,1383
supporting valid-time indeterminacy,"curtis e. dyreson , richard thomas snodgrass",acm transactions on database systems ( tods ),1998,1384
efficient progressive skyline computation,"kian-lee tan , pin-kwang eng , beng chin ooi",very large data bases,2001,1385
special section on advanced xml data processing,,acm sigmod record,2001,1386
the garlic project,"m. tork roth , m. arya , l. haas , m. carey , w. cody , r. fagin , p. schwarz , j. thomas , e. wimmers",international conference on management of data,1996,1387
"i3 : intelligent , interactive investigation of olap data cubes","sunita sarawagi , gayatri sathe",international conference on management of data,2000,1388
disseminating updates on broadcast disks,"swarup acharya , michael j. franklin , stanley b. zdonik",very large data bases,1996,1389
polymorphism and type inference in database programming,"peter buneman , atsushi ohori",acm transactions on database systems ( tods ),1996,1390
asset : a system for supporting extended transactions,"a. biliris , s. dar , n. gehani , h. v. jagadish , k. ramamritham",international conference on management of data,1994,1391
