Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released,id
I Do nt Need No B **** ( feat . Devin the Dude & Kobe Honeycutt ),Snoop Dogg,Doggumentary,"Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .",3:59,29-Mar-11,235
Peer Pressure ( feat . Traci Nelson ),Snoop Dogg,Doggumentary,"Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .",4:07,29-Mar-11,236
Happily,One Direction,Midnight Memories ( Deluxe Edition ),"Pop , Music , Rock , Teen Pop , Pop/Rock , Dance",$ 1.29,‰ ãÑ 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,2:55,25-Nov-13,237
Talkin  2 Myself ( feat . Kobe ),Eminem,Recovery ( Deluxe Edition ),"Hip-Hop/Rap , Music , Rock , Hardcore Rap , Rap",$ 1.29,‰ ãÑ 2010 Aftermath Records,5:00,21-Jun-10,238
Thrift Shop ( feat . Wanz ),Macklemore & Ryan Lewis,The Heist ( Deluxe Edition ),"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2012 Macklemore , LLC .",3:55,1-Aug-12,239
Wind Up ( feat . Elephant Man & Opal ),Major Lazer,Free the Universe ( Extended Version ),"Electronic , Music , Rock , Reggae , Modern Dancehall , Dance",$ 1.29,‰ ãÑ 2013 Secretly Canadian / Mad Decent,4:27,18-Jun-13,240
Like Me,Kenny Chesney,The Road and the Radio,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 0.99,2005 BMG Music,5:11,6-Nov-05,241
Outside ( feat . Ellie Goulding ) [ Oliver Heldens Remix ],Calvin Harris,Outside ( feat . Ellie Goulding ) [ Remixes ] - Single,"Dance , Music",$ 1.29,2015 Sony Music Entertainment UK Limited,4:55,10-Apr-15,242
Anna Sun ( Live ),WALK THE MOON,iTunes Festival : London 2012 - EP,"Alternative , Music",$ 1.29,"2012 RCA Records , a division of Sony Music Entertainment",6:11,10-Sep-12,243
All My Love ( feat . Ariana Grande & Machel Montano ) [ Remix ],Major Lazer,Peace Is The Mission,"Electronic , Music , Reggae , Modern Dancehall , Dance",$ 1.29,2015 Mad Decent,3:49,1-Jun-15,244
Let Go,Ryan Adams,Ryan Adams,"Rock , Music , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative , Country , Alternative Country , Americana",$ 1.29,2014 PaxAmericana Recording Company Under Exclusive License To Blue Note Records .,3:43,9-Sep-14,245
In God s Hands ( feat . Keith Urban ),Nelly Furtado & Keith Urban,The Best of Nelly Furtado ( Deluxe Version ),"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",$ 0.99,‰ ãÑ 2010 Geffen Records,4:34,16-Nov-10,246
Lord Knows ( feat . Rick Ross ),Drake,Take Care ( Deluxe Version ),"Hip-Hop/Rap , Music",$ 1.29,‰ ãÑ 2011 Cash Money Records Inc.,5:07,15-Nov-11,247
The Legend Of Zelda ( Electrixx Remix ),Zedd,The Legend Of Zelda - Single,"Dance , Music",$ 0.99,"2011 Bazooka , a division of zooland Music GmbH",6:09,27-May-11,248
Who s That Chick ? ( feat . Rihanna ) [ Instrumental ],David Guetta,Who s That Chick ( feat . Rihanna ) - EP,"Rock , Music , Dance , House , Electronic",$ 0.99,2010 Gum Prod licence exclusive Parlophone Music France,3:18,7-Jan-11,249
Something Great,One Direction,Midnight Memories ( Deluxe Edition ),"Pop , Music , Rock , Teen Pop , Pop/Rock , Dance",$ 1.29,‰ ãÑ 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,3:56,25-Nov-13,250
